ax,ay,az,gx,gy,gz,label
-0.04,0.09,0.96,-10.25,-38.33,13.12,o
-0.06,0.09,0.92,-2.26,-32.47,17.09,o
-0.10,0.15,0.94,-4.15,-33.20,18.07,o
-0.12,0.17,0.96,2.50,-30.58,17.03,o
-0.17,0.16,0.95,2.93,-22.28,8.67,o
-0.21,0.14,0.97,2.01,-10.56,0.85,o
-0.21,0.12,0.95,-1.28,0.49,0.06,o
-0.16,0.06,0.92,1.16,6.96,3.91,o
-0.14,0.09,0.89,2.81,5.07,8.79,o
-0.15,0.09,0.92,-3.05,5.62,9.34,o
-0.14,0.12,0.93,-6.84,9.16,9.40,o
-0.13,0.13,0.94,-5.43,11.90,8.97,o
-0.10,0.14,0.95,-3.91,15.81,5.13,o
-0.08,0.17,0.95,-4.52,17.70,1.46,o
-0.03,0.18,0.95,-2.69,15.87,1.40,o
-0.05,0.17,0.95,-1.04,12.88,0.43,o
-0.06,0.13,0.93,-0.18,12.88,-0.18,o
-0.04,0.07,0.89,0.00,11.05,-1.95,o
-0.08,0.06,0.91,0.00,8.67,-2.26,o
-0.07,0.10,0.92,-4.64,11.17,1.22,o
-0.05,0.16,0.94,-6.71,10.38,6.84,o
-0.04,0.17,0.95,-4.82,8.36,8.06,o
-0.05,0.17,0.97,-2.44,9.70,2.87,o
-0.06,0.16,0.96,1.65,13.92,-0.12,o
-0.01,0.15,0.93,2.50,13.00,-0.49,o
-0.01,0.12,0.92,3.17,7.02,-0.12,o
-0.03,0.11,0.93,1.34,3.60,0.31,o
-0.04,0.11,0.93,-1.34,2.87,1.28,o
-0.06,0.12,0.93,-1.28,4.21,2.44,o
-0.05,0.14,0.94,-1.89,6.65,1.95,o
-0.03,0.13,0.92,-2.44,9.46,1.10,o
-0.01,0.14,0.92,-2.32,7.32,2.50,o
-0.03,0.13,0.93,-1.71,3.30,2.93,o
-0.05,0.14,0.94,-1.89,3.36,4.33,o
-0.06,0.16,0.96,-2.14,5.92,4.88,o
-0.04,0.16,0.95,-2.32,8.97,3.85,o
-0.01,0.18,0.95,-1.28,10.01,3.11,o
-0.00,0.18,0.95,1.53,7.39,3.23,o
-0.01,0.16,0.95,3.36,6.41,2.87,o
-0.00,0.15,0.93,2.26,8.91,1.89,o
0.02,0.13,0.92,3.23,8.00,2.87,o
0.00,0.10,0.91,3.78,3.78,0.61,o
-0.03,0.09,0.93,1.83,3.78,0.61,o
-0.02,0.10,0.93,-0.73,5.37,4.09,o
0.00,0.12,0.93,-0.79,5.13,5.43,o
-0.00,0.14,0.93,-1.16,4.46,4.70,o
-0.01,0.15,0.94,-1.16,4.46,5.00,o
-0.01,0.16,0.94,-0.06,4.58,4.39,o
-0.01,0.15,0.93,0.98,3.78,3.30,o
-0.02,0.15,0.94,0.73,3.97,2.44,o
-0.01,0.12,0.93,0.85,2.20,2.26,o
-0.04,0.11,0.94,0.49,2.75,4.15,o
-0.03,0.09,0.98,2.75,7.81,6.59,o
-0.01,0.13,0.93,-1.77,8.91,6.77,o
0.03,0.17,0.92,1.83,7.45,8.12,o
0.04,0.17,0.94,0.12,1.77,5.68,o
0.02,0.17,0.95,1.46,0.98,3.36,o
-0.00,0.15,0.95,2.50,0.31,2.26,o
0.00,0.15,0.94,3.97,-0.73,2.69,o
0.01,0.14,0.93,3.30,-3.97,1.83,o
-0.02,0.14,0.94,4.70,-6.59,0.98,o
-0.01,0.11,0.93,3.42,-7.75,0.31,o
-0.04,0.09,0.93,4.21,-7.26,3.66,o
-0.00,0.08,0.92,0.85,-8.42,7.14,o
-0.02,0.10,0.93,0.67,-8.48,8.18,o
-0.02,0.11,0.92,-0.61,-10.31,7.87,o
-0.06,0.11,0.94,-1.34,-12.45,11.72,o
-0.08,0.13,0.95,0.37,-11.60,15.75,o
-0.09,0.13,0.95,0.49,-7.08,10.25,o
-0.12,0.11,0.95,1.10,-2.38,4.82,o
-0.12,0.09,0.93,0.06,1.53,5.86,o
-0.09,0.11,0.93,-1.59,2.14,10.01,o
-0.07,0.13,0.93,-2.32,2.50,9.70,o
-0.06,0.12,0.93,-1.95,1.53,5.49,o
-0.06,0.11,0.93,-2.44,0.31,3.91,o
-0.08,0.12,0.94,-2.75,-0.73,5.13,o
-0.09,0.13,0.94,-2.56,-1.46,6.53,o
-0.11,0.15,0.95,-1.34,-1.28,7.26,o
-0.12,0.14,0.95,-0.37,1.89,5.00,o
-0.10,0.14,0.94,-0.67,4.88,2.62,o
-0.11,0.13,0.94,-0.31,4.94,3.30,o
-0.09,0.14,0.94,-0.18,5.55,4.52,o
-0.08,0.14,0.93,0.61,5.74,2.99,o
-0.08,0.11,0.92,-0.12,5.68,0.98,o
-0.08,0.11,0.92,-0.98,4.27,3.42,o
-0.06,0.13,0.93,-1.10,2.87,3.78,o
-0.07,0.12,0.94,-0.31,2.50,2.01,o
