ax,ay,az,gx,gy,gz,label
0.13,0.41,0.84,-1.89,0.37,8.12,o
0.11,0.42,0.84,-1.89,0.67,8.48,o
0.11,0.43,0.85,-0.92,1.65,7.69,o
0.12,0.43,0.84,-0.06,1.83,5.07,o
0.10,0.42,0.84,0.43,2.75,3.17,o
0.11,0.41,0.84,0.85,3.66,4.27,o
0.11,0.42,0.85,0.18,4.76,3.91,o
0.14,0.41,0.85,1.04,6.77,3.48,o
0.17,0.41,0.84,1.95,5.49,4.21,o
0.16,0.40,0.83,2.14,4.52,2.75,o
0.17,0.42,0.84,1.83,4.46,0.61,o
0.18,0.41,0.84,2.14,3.17,0.85,o
0.16,0.41,0.84,1.95,1.16,0.73,o
0.15,0.43,0.86,2.14,0.98,-1.53,o
0.14,0.41,0.85,3.42,0.98,-0.73,o
0.14,0.39,0.85,2.81,0.24,2.32,o
0.12,0.39,0.85,2.69,0.79,3.78,o
0.13,0.39,0.84,2.01,1.34,2.75,o
0.10,0.38,0.84,1.53,1.34,2.32,o
0.13,0.38,0.85,0.18,2.99,2.20,o
0.13,0.40,0.86,-0.85,3.48,1.83,o
0.13,0.40,0.85,0.00,4.15,2.99,o
0.15,0.40,0.85,0.12,3.66,3.42,o
0.14,0.40,0.84,0.43,4.27,2.32,o
0.16,0.40,0.85,-0.31,3.85,2.38,o
0.15,0.41,0.85,-0.49,3.60,3.54,o
0.15,0.41,0.86,0.12,2.99,3.05,o
0.14,0.40,0.86,1.04,2.44,2.14,o
0.14,0.39,0.85,1.46,2.08,2.38,o
0.13,0.39,0.85,0.49,1.95,3.60,o
0.14,0.40,0.85,0.31,3.05,3.05,o
0.14,0.38,0.85,0.79,2.62,2.14,o
0.13,0.38,0.85,-0.06,1.59,3.17,o
0.13,0.40,0.85,-0.73,3.05,3.36,o
0.15,0.40,0.85,-0.55,4.39,2.14,o
0.14,0.40,0.85,-0.06,2.38,3.78,o
0.14,0.40,0.85,1.22,2.62,3.17,o
0.14,0.38,0.84,0.73,2.75,1.34,o
0.13,0.39,0.85,-0.12,2.93,2.87,o
0.14,0.40,0.85,0.18,2.62,3.23,o
0.13,0.39,0.85,0.61,3.17,1.95,o
0.14,0.40,0.85,0.37,3.30,1.83,o
0.13,0.39,0.84,0.37,2.99,2.93,o
0.14,0.39,0.85,0.61,3.48,3.60,o
0.13,0.39,0.85,0.06,3.11,2.08,o
0.13,0.39,0.85,0.00,3.85,2.44,o
0.14,0.40,0.85,-0.18,3.97,3.72,o
0.14,0.39,0.85,0.12,4.27,2.81,o
0.15,0.39,0.85,0.55,3.54,2.81,o
0.14,0.38,0.84,0.67,2.62,2.69,o
0.13,0.39,0.85,-0.12,2.99,2.75,o
0.14,0.38,0.84,-0.18,4.64,3.23,o
0.15,0.39,0.85,-0.79,3.66,2.93,o
0.14,0.39,0.85,-0.73,3.05,2.08,o
0.13,0.40,0.85,-0.92,4.27,4.33,o
0.15,0.40,0.85,-0.49,3.78,4.21,o
0.15,0.40,0.85,0.12,2.93,3.05,o
0.14,0.41,0.86,0.61,2.87,1.89,o
0.15,0.38,0.85,1.16,2.81,2.08,o
0.15,0.39,0.85,0.00,3.85,3.85,o
0.15,0.39,0.85,-0.12,3.72,3.48,o
0.13,0.39,0.85,-0.24,3.17,2.75,o
0.14,0.39,0.85,-0.31,3.48,3.23,o
0.14,0.40,0.86,-0.49,3.23,2.87,o
0.15,0.40,0.85,-0.31,4.15,2.75,o
0.15,0.40,0.85,0.73,2.75,3.17,o
0.14,0.40,0.85,0.24,3.36,2.75,o
0.15,0.38,0.84,0.49,3.48,2.75,o
0.14,0.38,0.85,-0.31,2.99,2.87,o
0.14,0.40,0.85,-0.37,2.99,3.05,o
0.15,0.41,0.86,-0.12,2.38,2.38,o
0.13,0.38,0.85,0.98,2.62,3.54,o
0.14,0.39,0.86,-0.24,4.58,3.54,o
0.15,0.38,0.85,-0.37,3.85,2.69,o
0.14,0.41,0.85,-0.55,3.05,2.38,o
0.15,0.40,0.85,0.00,3.72,2.75,o
0.15,0.40,0.85,0.37,2.99,3.36,o
0.15,0.39,0.85,0.98,3.05,2.93,o
0.15,0.38,0.84,0.49,2.44,3.36,o
0.13,0.40,0.86,0.00,2.32,2.56,o
0.14,0.39,0.85,0.18,3.17,1.71,o
0.14,0.39,0.85,0.31,2.75,2.56,o
0.13,0.38,0.85,0.92,3.36,3.42,o
0.14,0.38,0.84,-0.37,3.42,3.72,o
0.14,0.40,0.86,-1.10,3.30,2.87,o
0.15,0.40,0.86,-0.18,3.54,2.99,o
0.14,0.39,0.85,0.49,2.81,2.99,o
0.14,0.40,0.85,0.55,3.11,1.95,o
0.14,0.38,0.85,0.43,3.36,2.50,o
0.14,0.39,0.85,0.55,2.62,3.66,o
0.13,0.38,0.85,0.06,2.99,2.20,o
0.13,0.39,0.85,-0.43,3.72,3.11,o
0.15,0.40,0.85,-0.24,3.60,4.09,o
0.14,0.39,0.85,-0.24,3.05,2.69,o
0.14,0.40,0.85,-0.55,3.48,3.05,o
0.14,0.40,0.86,0.18,3.54,2.50,o
0.15,0.38,0.85,0.37,3.11,3.42,o
0.14,0.39,0.86,-0.18,2.44,2.62,o
0.14,0.38,0.85,-0.37,2.93,2.14,o
0.14,0.39,0.85,-0.12,2.50,3.48,o
0.13,0.39,0.85,-0.24,2.75,3.11,o
0.13,0.40,0.86,-0.92,4.21,2.69,o
0.14,0.41,0.86,-0.43,4.09,2.93,o
0.15,0.39,0.85,0.92,3.48,3.11,o
0.15,0.39,0.85,0.67,2.75,1.71,o
0.13,0.38,0.84,0.61,3.72,2.62,o
0.15,0.39,0.85,-0.06,3.72,4.27,o
0.15,0.39,0.85,0.06,2.93,3.05,o
0.14,0.39,0.85,-0.18,2.26,2.01,o
0.13,0.39,0.85,0.00,2.56,2.69,o
0.14,0.39,0.85,0.06,3.78,2.32,o
0.15,0.39,0.85,0.18,3.42,1.95,o
0.14,0.39,0.85,0.00,3.11,2.93,o
0.13,0.39,0.85,-0.37,3.48,3.60,o
0.15,0.40,0.85,0.12,3.91,3.54,o
0.14,0.39,0.86,0.49,2.87,2.20,o
