ax,ay,az,gx,gy,gz,label
0.63,-0.10,0.72,-1.65,-2.26,2.75,o
0.63,-0.10,0.73,-1.59,-3.11,4.27,o
0.61,-0.09,0.73,-2.99,-4.39,3.30,o
0.60,-0.07,0.74,-3.72,-4.39,3.17,o
0.59,-0.06,0.74,-2.56,-3.30,4.39,o
0.57,-0.06,0.76,-2.38,-2.38,3.78,o
0.59,-0.06,0.76,-0.79,1.22,4.03,o
0.58,-0.07,0.75,-0.12,-0.85,2.14,o
0.60,-0.07,0.75,1.59,4.58,2.87,o
0.62,-0.08,0.74,1.83,4.94,3.30,o
0.60,-0.08,0.74,1.40,3.91,1.89,o
0.59,-0.09,0.73,0.92,4.03,2.56,o
0.60,-0.08,0.73,0.12,3.54,3.66,o
0.60,-0.08,0.74,-0.55,1.71,1.16,o
0.59,-0.08,0.75,-0.73,2.81,2.62,o
0.60,-0.07,0.75,-0.31,5.19,4.09,o
0.62,-0.08,0.74,0.79,4.88,0.92,o
0.61,-0.09,0.73,1.65,5.55,2.01,o
0.61,-0.09,0.73,0.79,3.91,2.50,o
0.60,-0.09,0.73,-0.61,1.77,2.08,o
0.59,-0.10,0.73,-1.46,-0.12,2.93,o
0.60,-0.08,0.74,-2.75,-2.99,2.75,o
0.60,-0.09,0.74,-2.81,-3.05,1.77,o
0.59,-0.08,0.74,-2.75,-1.83,4.46,o
0.61,-0.08,0.74,-2.87,-1.77,3.17,o
0.59,-0.07,0.75,-2.75,-2.99,3.60,o
0.61,-0.07,0.76,-2.93,-3.11,1.95,o
0.57,-0.06,0.76,-2.08,-3.17,3.60,o
0.58,-0.07,0.76,-1.65,-1.04,2.32,o
0.57,-0.07,0.76,-0.92,1.10,2.81,o
0.58,-0.06,0.76,-0.67,1.34,2.93,o
0.58,-0.07,0.76,0.18,2.81,3.54,o
0.58,-0.08,0.75,-0.18,2.81,3.42,o
0.58,-0.07,0.76,-0.79,2.44,3.60,o
0.56,-0.06,0.76,0.06,2.56,2.69,o
0.59,-0.07,0.76,-0.06,3.05,1.28,o
0.57,-0.07,0.76,0.24,3.23,3.11,o
0.58,-0.07,0.75,-0.12,3.72,3.05,o
0.57,-0.06,0.77,0.24,3.72,2.62,o
0.58,-0.09,0.75,1.16,4.70,2.20,o
0.58,-0.08,0.76,-0.06,3.72,3.30,o
0.59,-0.07,0.76,-0.31,4.82,3.66,o
0.59,-0.07,0.76,0.85,4.33,2.38,o
0.57,-0.08,0.75,1.22,4.58,3.42,o
0.58,-0.08,0.76,-0.18,3.97,2.50,o
0.59,-0.07,0.76,-0.24,4.15,3.36,o
0.58,-0.06,0.76,0.37,5.07,2.50,o
0.59,-0.07,0.75,0.55,5.07,2.44,o
0.59,-0.08,0.75,0.37,5.62,3.23,o
0.60,-0.07,0.75,0.98,5.86,4.39,o
0.58,-0.08,0.75,1.16,4.46,4.09,o
0.59,-0.07,0.75,0.73,4.88,4.39,o
0.60,-0.07,0.75,1.46,5.98,3.23,o
0.60,-0.09,0.75,1.71,4.94,1.71,o
0.58,-0.09,0.74,0.37,3.66,2.62,o
0.60,-0.08,0.74,-0.24,3.66,3.30,o
0.59,-0.08,0.74,-0.85,1.77,2.75,o
0.59,-0.07,0.75,-0.24,1.89,2.87,o
0.59,-0.08,0.75,-0.31,2.38,3.17,o
0.59,-0.08,0.75,-0.55,2.26,3.48,o
0.58,-0.07,0.75,-0.49,1.95,2.69,o
0.57,-0.07,0.75,-0.37,1.59,2.62,o
0.58,-0.07,0.75,0.18,3.91,3.05,o
0.59,-0.08,0.75,-0.12,2.50,2.14,o
0.58,-0.07,0.75,0.18,3.42,3.48,o
0.60,-0.08,0.74,-0.31,4.09,3.05,o
0.59,-0.07,0.75,0.06,2.87,3.72,o
0.59,-0.09,0.74,0.06,3.72,3.66,o
