ax,ay,az,gx,gy,gz,label
0.02,-0.20,0.97,-4.64,8.73,6.16,z
0.00,-0.22,0.98,-1.59,13.98,8.91,z
0.02,-0.29,1.03,-0.79,13.43,8.79,z
0.01,-0.33,1.06,-3.66,11.60,6.10,z
0.01,-0.40,1.09,-4.88,11.66,7.02,z
0.01,-0.48,1.11,-9.83,11.60,11.23,z
-0.00,-0.53,1.10,-20.69,7.75,14.65,z
-0.06,-0.54,1.04,-31.37,7.02,15.26,z
-0.12,-0.53,1.02,-44.01,5.55,9.34,z
-0.11,-0.46,0.97,-56.46,5.86,6.41,z
-0.09,-0.43,0.94,-58.04,7.57,2.99,z
-0.08,-0.46,0.90,-56.46,8.61,-3.97,z
-0.04,-0.46,0.85,-61.28,11.11,-15.20,z
0.02,-0.36,0.83,-72.33,15.20,-18.37,z
0.08,-0.30,0.77,-73.91,17.46,-14.16,z
0.11,-0.21,0.74,-71.66,18.80,-8.85,z
0.15,-0.13,0.70,-69.34,22.71,-17.82,z
0.23,0.07,0.68,-64.45,29.36,-21.36,z
0.23,0.24,0.69,-50.60,44.74,-2.14,z
0.20,0.21,0.64,-39.25,62.56,51.15,z
0.24,0.27,0.56,-37.48,69.40,79.59,z
0.32,0.58,0.66,-33.02,56.95,79.04,z
0.25,0.43,0.71,-4.52,49.68,31.07,z
0.17,0.33,0.68,-9.70,58.72,20.32,z
0.28,0.64,0.72,-31.19,45.41,33.14,z
0.25,0.66,0.70,-14.89,32.96,17.03,z
0.18,0.51,0.73,-15.56,33.87,16.72,z
0.23,0.85,0.75,-38.27,24.66,43.88,z
0.20,0.99,0.73,-20.87,18.68,35.16,z
0.20,0.80,0.81,-9.40,16.60,32.59,z
0.19,0.89,0.87,-13.49,19.04,28.81,z
0.21,0.92,0.81,-0.12,11.54,14.28,z
0.29,0.79,0.84,3.23,0.61,-6.65,z
0.29,0.78,0.83,3.66,-6.04,-9.58,z
0.31,0.83,0.79,5.13,-8.54,-2.81,z
0.44,0.79,0.77,12.02,-11.35,-10.01,z
0.45,0.72,0.75,17.64,-15.93,-31.74,z
0.43,0.72,0.66,16.78,-2.20,-40.83,z
0.50,0.71,0.70,26.43,15.56,-41.75,z
0.62,0.51,0.66,43.15,12.63,-53.96,z
0.55,0.35,0.69,45.96,-4.33,-78.06,z
0.48,0.28,0.70,41.02,-17.03,-76.11,z
0.32,0.29,0.75,34.30,-24.66,-48.10,z
0.24,0.22,0.78,28.75,-23.25,-14.89,z
0.22,0.18,0.71,18.13,-22.28,17.03,z
0.12,0.28,0.79,22.03,-21.18,27.71,z
0.13,0.22,0.77,41.99,-12.27,17.33,z
0.23,0.09,0.73,56.82,-17.21,10.50,z
0.14,-0.03,0.80,55.24,-27.83,8.36,z
0.08,-0.03,0.78,43.70,-19.84,10.31,z
0.16,-0.09,0.74,54.57,-15.50,5.80,z
0.17,-0.25,0.74,57.74,-16.54,-0.24,z
0.11,-0.23,0.89,49.80,-16.17,1.10,z
0.11,-0.24,0.89,59.94,-16.17,-12.33,z
0.08,-0.37,0.91,72.27,-20.57,-14.65,z
-0.06,-0.52,0.99,72.45,-15.99,22.64,z
-0.05,-0.62,1.07,65.73,-7.87,52.49,z
0.01,-0.73,1.12,58.96,-2.99,42.66,z
-0.03,-0.83,1.14,37.66,-5.13,25.15,z
-0.11,-0.83,1.17,23.99,-2.93,4.94,z
-0.12,-0.83,1.16,10.68,-2.44,-10.31,z
-0.00,-0.89,1.09,-18.31,-2.50,-8.67,z
0.08,-0.76,1.05,-49.07,0.12,0.79,z
0.10,-0.58,1.04,-57.68,3.30,-8.30,z
0.07,-0.46,1.01,-34.55,20.02,-24.72,z
0.14,-0.58,0.98,-22.03,37.41,-7.93,z
0.18,-0.49,0.88,-35.03,36.56,24.54,z
0.20,-0.38,0.85,-33.14,29.97,37.41,z
0.16,-0.40,0.75,-28.75,23.74,34.42,z
0.15,-0.33,0.68,-28.32,32.65,45.29,z
0.29,-0.31,0.63,-44.62,32.23,64.21,z
0.38,-0.16,0.62,-59.81,22.03,56.88,z
0.24,-0.02,0.60,-71.04,5.13,2.14,z
0.07,0.08,0.58,-89.05,1.53,11.05,z
0.18,0.31,0.67,-92.35,1.95,35.22,z
0.24,0.41,0.73,-64.64,-5.55,47.91,z
0.26,0.35,0.70,-48.65,1.95,38.64,z
0.35,0.39,0.79,-31.98,5.55,30.27,z
0.29,0.45,0.79,-26.37,-20.26,46.94,z
0.07,0.65,0.80,-23.13,-44.25,95.70,z
-0.02,0.70,0.77,21.24,-34.00,114.75,z
0.03,0.45,0.71,64.15,-26.25,122.31,z
-0.08,0.39,0.75,58.41,-20.02,111.21,z
-0.08,0.43,0.81,20.63,22.09,45.47,z
-0.05,0.57,0.97,-17.27,59.94,-37.41,z
0.02,0.56,0.98,-34.12,63.96,-43.09,z
0.15,0.56,0.97,-27.16,50.96,-5.37,z
0.21,0.59,1.01,-30.94,22.58,9.03,z
0.17,0.66,1.05,-25.15,8.06,2.26,z
0.20,0.58,1.03,-9.40,3.42,1.89,z
0.22,0.44,1.01,4.76,6.23,-3.23,z
0.19,0.35,0.98,4.52,-0.37,-1.46,z
0.19,0.34,0.97,2.38,-6.29,3.60,z
0.18,0.30,0.92,7.26,-3.72,2.75,z
0.18,0.28,0.90,10.13,1.28,-1.95,z
0.22,0.20,0.88,9.40,2.50,-4.09,z
0.21,0.24,0.88,5.68,0.67,-4.88,z
0.18,0.21,0.87,7.69,1.77,-7.75,z
0.23,0.19,0.86,5.62,1.16,-0.12,z
0.21,0.21,0.87,2.08,0.37,-5.43,z
0.16,0.26,0.88,2.44,-0.61,-0.92,z
0.19,0.20,0.87,6.77,-1.65,6.10,z
0.16,0.21,0.88,3.66,-1.77,2.56,z
0.16,0.23,0.90,0.37,2.20,2.08,z
0.19,0.27,0.92,-0.37,5.98,-1.16,z
0.19,0.27,0.92,2.01,5.62,-0.85,z
0.21,0.25,0.92,3.72,3.05,2.01,z
0.19,0.27,0.92,4.46,1.10,2.75,z
0.18,0.28,0.92,5.55,-0.24,4.39,z
0.18,0.28,0.92,8.30,-1.46,4.39,z
0.17,0.28,0.92,9.28,-4.15,3.60,z
0.13,0.32,0.93,9.89,-5.19,3.85,z
0.13,0.32,0.93,16.91,-4.33,5.62,z
0.14,0.32,0.94,18.49,-9.77,13.18,z
0.10,0.39,0.98,18.62,-18.25,19.29,z
