ax,ay,az,gx,gy,gz,label
0.02,-0.18,0.93,-4.15,9.83,11.96,z
0.01,-0.25,0.95,-4.15,12.70,16.42,z
0.01,-0.32,0.96,-5.00,13.67,17.94,z
-0.02,-0.45,0.95,-3.97,12.76,13.73,z
0.02,-0.71,0.97,-4.94,17.52,9.95,z
0.02,-0.89,0.93,-28.63,23.32,-3.11,z
0.11,-0.83,1.13,-76.66,1.46,-6.35,z
0.07,-0.57,0.99,-83.98,20.51,-29.97,z
0.03,-0.30,1.08,-76.66,10.44,-36.62,z
-0.04,-0.36,0.95,-48.16,11.90,-45.35,z
-0.11,-0.43,0.90,-56.34,9.22,-46.94,z
-0.08,-0.17,0.92,-77.58,22.16,-41.02,z
0.01,-0.10,0.86,-47.73,30.70,-27.59,z
-0.08,-0.26,0.73,-46.02,45.78,-26.43,z
0.15,0.11,0.70,-74.52,61.34,-3.17,z
0.20,0.34,0.69,-52.92,55.42,9.77,z
0.10,0.23,0.61,-26.49,79.22,20.39,z
0.20,0.33,0.63,-41.56,95.03,51.57,z
0.41,0.63,0.65,-35.03,98.45,63.54,z
0.43,0.55,0.60,-2.26,77.64,60.30,z
0.40,0.49,0.56,-7.57,65.31,70.98,z
0.48,0.74,0.59,-21.85,51.09,73.91,z
0.48,0.70,0.61,-7.57,41.44,42.42,z
0.51,0.73,0.70,-8.73,46.69,19.04,z
0.55,0.85,0.75,-3.30,43.40,8.30,z
0.52,0.75,0.74,12.27,38.27,12.33,z
0.55,0.66,0.78,9.34,21.48,24.84,z
0.55,0.64,0.82,5.07,4.70,21.30,z
0.55,0.61,0.80,10.19,-6.16,6.47,z
0.49,0.50,0.80,15.08,-12.21,-5.49,z
0.50,0.39,0.86,10.01,-12.27,4.58,z
0.55,0.44,0.84,8.85,-10.62,10.19,z
0.54,0.39,0.79,9.28,-16.91,7.87,z
0.52,0.42,0.78,3.17,-18.80,12.15,z
0.56,0.53,0.75,-1.28,-14.22,10.01,z
0.59,0.58,0.72,5.07,-10.86,0.55,z
0.59,0.54,0.69,5.49,-9.70,-3.60,z
0.61,0.57,0.73,-0.37,-8.54,-9.46,z
0.57,0.61,0.74,17.82,-11.60,-28.20,z
0.58,0.44,0.71,27.95,-14.04,-45.72,z
0.52,0.36,0.70,24.96,-26.37,-50.42,z
0.35,0.34,0.77,32.29,-34.12,-44.80,z
0.30,0.22,0.73,38.88,-31.86,-27.28,z
0.31,0.12,0.64,31.25,-36.80,-8.18,z
0.16,0.20,0.81,27.47,-44.19,-2.14,z
0.16,0.17,0.83,47.36,-31.68,-13.79,z
0.20,0.03,0.67,70.43,-22.83,-10.80,z
0.06,-0.12,0.79,71.96,-34.61,0.55,z
0.06,-0.25,0.82,64.58,-24.84,23.38,z
0.06,-0.27,0.78,54.20,-15.38,35.03,z
-0.05,-0.21,0.80,49.80,-17.03,30.58,z
-0.08,-0.24,0.91,59.63,-8.48,18.92,z
0.00,-0.43,0.92,71.53,2.50,14.16,z
-0.00,-0.53,0.94,56.34,-3.60,30.15,z
-0.00,-0.40,0.99,39.67,-7.57,42.66,z
-0.02,-0.43,1.01,45.47,-4.88,26.73,z
-0.04,-0.56,0.99,40.28,0.12,19.29,z
0.01,-0.50,1.02,22.28,8.91,21.97,z
0.13,-0.45,1.01,15.69,12.51,15.75,z
