ax,ay,az,gx,gy,gz,label
0.09,0.04,0.95,3.11,0.73,-1.40,z
0.09,0.02,0.94,-0.06,1.65,2.44,z
0.09,0.02,0.94,-3.60,3.17,5.55,z
0.10,0.01,0.96,-4.58,4.15,4.09,z
0.14,-0.03,1.02,-6.96,5.68,7.14,z
0.23,-0.08,1.08,-9.52,1.10,9.34,z
0.20,-0.14,1.10,-8.24,-7.57,2.38,z
0.15,-0.21,1.10,-9.34,-12.57,-5.98,z
0.09,-0.24,1.10,-15.44,-13.55,-14.34,z
0.09,-0.26,1.13,-24.66,-6.84,-10.74,z
0.18,-0.29,1.10,-24.48,-5.62,-13.67,z
0.25,-0.32,1.09,-28.26,-22.03,-15.32,z
0.15,-0.27,1.02,-26.79,-24.29,-31.07,z
0.14,-0.17,0.97,-34.73,-23.68,-28.99,z
0.12,0.03,0.95,-30.46,-30.09,-21.48,z
0.02,0.02,0.86,-9.58,-25.09,-38.27,z
-0.07,0.07,0.78,-4.33,-11.90,-43.15,z
-0.07,0.08,0.74,-5.19,-1.10,-19.41,z
-0.07,-0.07,0.70,1.65,10.86,-4.46,z
-0.04,-0.02,0.71,-16.05,26.49,-3.85,z
-0.10,0.33,0.69,-49.07,31.31,47.67,z
0.04,0.43,0.74,-24.54,28.81,89.84,z
0.05,0.38,0.75,7.87,44.49,48.10,z
-0.00,0.48,0.75,9.70,45.59,44.62,z
-0.07,0.69,0.83,0.73,37.23,50.96,z
-0.20,0.67,0.82,6.71,33.87,68.36,z
-0.10,0.54,0.83,5.55,43.15,84.84,z
-0.05,0.54,0.82,13.00,53.96,55.79,z
-0.05,0.50,0.78,18.49,60.30,15.01,z
0.12,0.45,0.92,-2.75,44.19,26.06,z
0.27,0.45,0.94,-13.73,20.26,46.14,z
0.25,0.39,0.94,-12.76,4.39,26.37,z
0.13,0.44,0.88,-2.93,7.20,-7.57,z
0.13,0.37,0.87,-0.67,9.46,-6.90,z
0.23,0.37,0.93,-5.74,3.11,3.05,z
0.24,0.37,0.92,-5.07,-2.08,-5.00,z
0.27,0.38,0.93,-7.08,-8.73,-7.75,z
0.31,0.47,0.94,-12.76,-14.10,-7.81,z
0.34,0.53,0.99,-4.88,-22.52,-15.32,z
0.24,0.53,0.93,10.93,-25.94,-31.43,z
0.23,0.53,0.89,6.90,-33.57,-26.37,z
0.30,0.56,0.89,-2.99,-42.97,-25.82,z
0.17,0.58,0.93,-1.77,-46.39,-40.34,z
0.16,0.60,0.88,16.36,-42.30,-44.74,z
0.19,0.49,0.83,31.86,-38.64,-50.29,z
0.03,0.46,0.80,29.17,-35.71,-57.01,z
0.02,0.44,0.86,21.67,-30.03,-41.08,z
0.11,0.35,0.87,34.61,-24.29,-13.98,z
0.11,0.21,0.83,38.57,-20.81,-2.62,z
0.04,0.17,0.83,43.33,-13.06,-10.93,z
0.00,0.06,0.86,42.11,-11.84,3.05,z
-0.03,-0.03,0.78,35.52,-6.23,22.28,z
0.01,-0.01,0.80,18.37,-4.88,27.16,z
0.03,-0.01,0.87,17.58,-3.66,0.73,z
-0.02,-0.13,0.86,26.06,2.44,-15.08,z
-0.06,-0.21,0.76,22.71,-2.56,-18.07,z
-0.08,-0.08,0.79,16.66,-8.54,-19.65,z
-0.25,-0.03,0.85,39.18,-7.39,-14.16,z
-0.34,-0.24,0.88,62.01,-9.09,25.21,z
-0.21,-0.61,0.92,67.50,-5.31,52.31,z
-0.22,-0.74,0.82,43.64,2.81,58.84,z
-0.32,-0.64,1.00,5.62,6.35,59.20,z
-0.21,-0.62,1.07,10.07,12.39,63.72,z
-0.17,-0.47,1.18,8.85,-4.39,44.62,z
-0.14,-0.57,1.10,40.28,-10.44,25.27,z
-0.21,-0.89,0.91,55.60,-5.74,-18.49,z
-0.26,-0.91,0.82,-15.26,-20.69,-37.23,z
-0.25,-0.66,1.01,-77.94,-23.01,-30.33,z
-0.24,-0.46,1.25,-61.22,6.47,-18.25,z
-0.09,-0.67,1.08,-38.27,11.29,-1.16,z
0.01,-0.60,0.98,-58.90,-20.02,-6.90,z
-0.08,-0.33,1.05,-80.69,-27.95,-25.94,z
-0.00,-0.21,1.03,-57.43,-1.40,-4.88,z
0.01,-0.17,0.88,-31.62,21.36,8.54,z
0.16,-0.11,0.76,2.81,19.47,15.44,z
0.09,-0.05,0.67,16.42,12.82,-9.89,z
-0.16,-0.02,0.55,5.43,27.77,-11.90,z
-0.18,0.15,0.63,-9.95,17.52,29.11,z
-0.01,0.17,0.69,-17.15,13.49,8.67,z
-0.01,0.33,0.80,-38.09,4.70,1.71,z
0.04,0.28,0.71,-24.96,15.38,6.90,z
-0.16,0.14,0.59,-51.94,9.70,-3.36,z
-0.07,0.68,1.03,-59.14,11.66,7.57,z
-0.02,0.73,1.11,-7.26,47.79,-18.37,z
0.07,0.43,0.87,24.84,79.53,-30.46,z
0.03,0.39,0.90,7.63,70.13,-23.50,z
0.06,0.47,1.00,7.39,55.42,8.48,z
-0.06,0.36,0.93,4.39,71.29,29.36,z
0.07,0.49,1.00,-22.40,55.79,57.86,z
0.18,0.60,1.08,-20.69,33.87,29.60,z
0.00,0.43,0.99,-2.56,35.16,14.16,z
0.17,0.40,1.03,-5.07,12.76,35.77,z
0.21,0.32,1.00,1.10,13.31,12.08,z
0.18,0.25,0.96,2.99,10.19,-1.10,z
0.14,0.24,0.96,4.64,5.43,7.08,z
0.26,0.12,0.93,9.70,2.14,18.19,z
0.27,0.10,0.92,9.83,0.43,4.70,z
0.22,0.13,0.90,7.69,-0.31,-12.82,z
0.15,0.12,0.89,5.31,-3.78,-2.08,z
0.24,0.09,0.92,2.26,-12.21,6.53,z
0.15,0.11,0.91,2.44,-8.06,-6.47,z
0.12,0.12,0.92,1.71,-4.39,-7.14,z
0.13,0.10,0.93,2.14,-0.92,-4.15,z
0.16,0.10,0.92,2.14,1.10,-5.43,z
0.12,0.13,0.92,1.95,2.62,-9.09,z
0.12,0.11,0.92,2.69,0.61,-2.01,z
0.13,0.12,0.93,1.83,0.00,0.06,z
0.14,0.12,0.93,0.85,1.16,-0.24,z
0.14,0.14,0.93,2.93,2.62,-0.55,z
0.14,0.13,0.92,3.05,3.60,-0.31,z
0.13,0.12,0.92,1.53,3.23,1.16,z
0.15,0.11,0.93,1.22,3.97,2.87,z
0.16,0.11,0.94,1.53,4.21,-3.23,z
0.11,0.11,0.91,1.28,3.48,-2.75,z
0.13,0.13,0.94,-1.16,2.50,2.38,z
