ax,ay,az,gx,gy,gz,label
0.08,0.02,0.97,-4.64,6.84,11.60,z
0.09,0.01,1.00,0.31,5.37,10.50,z
0.13,-0.03,1.01,5.55,3.60,8.12,z
0.13,-0.11,1.02,5.98,0.18,4.64,z
0.12,-0.23,1.09,8.67,-1.34,2.56,z
0.17,-0.46,1.15,5.80,-1.53,1.53,z
0.21,-0.55,1.19,-9.70,-8.54,6.47,z
0.16,-0.52,1.18,-16.11,-22.16,3.66,z
0.06,-0.52,1.12,-7.93,-34.36,-10.99,z
-0.08,-0.57,0.95,3.72,-37.17,-35.46,z
-0.21,-0.66,0.87,6.77,-21.73,-50.66,z
-0.19,-0.68,0.75,-7.51,-7.02,-49.19,z
-0.16,-0.54,0.71,-28.14,2.62,-50.23,z
-0.13,-0.43,0.69,-44.98,12.08,-67.50,z
-0.07,-0.24,0.67,-66.28,15.69,-82.70,z
0.01,-0.04,0.62,-72.57,21.73,-103.09,z
-0.23,0.14,0.45,-88.62,37.72,-136.23,z
-0.31,0.46,0.67,-129.03,55.24,-71.04,z
-0.15,0.59,0.59,-71.66,96.74,-16.66,z
-0.04,0.61,0.70,-46.39,92.77,-2.26,z
0.03,0.59,0.65,-14.28,100.22,46.20,z
0.12,0.68,0.60,-27.40,100.52,113.89,z
0.20,0.58,0.63,-17.21,100.22,138.12,z
0.31,0.36,0.61,-13.98,85.39,155.27,z
0.39,0.70,0.62,-40.16,70.13,161.50,z
0.42,0.92,0.71,-33.75,59.39,132.26,z
0.42,0.75,0.69,-24.17,70.43,109.01,z
0.35,0.95,0.71,-34.85,66.89,99.37,z
0.35,1.03,0.75,-20.45,57.43,61.28,z
0.31,0.91,0.77,-8.67,39.92,31.98,z
0.27,0.94,0.77,-5.86,34.85,38.15,z
0.24,0.98,0.76,-5.92,13.06,43.33,z
0.28,0.83,0.74,4.15,2.20,30.03,z
0.30,0.70,0.66,7.02,-1.77,9.34,z
0.24,0.77,0.69,1.22,-7.81,-10.38,z
0.24,0.84,0.70,0.92,-7.87,-24.35,z
0.34,0.90,0.69,2.26,-9.09,-34.55,z
0.41,0.99,0.73,8.06,-13.92,-57.56,z
0.34,0.95,0.73,27.53,-15.93,-74.40,z
0.29,0.88,0.62,40.53,-6.77,-60.42,z
0.34,0.81,0.55,38.70,-4.03,-47.24,z
0.41,0.75,0.61,28.56,-1.34,-53.16,z
0.47,0.65,0.68,28.44,-1.77,-68.24,z
0.51,0.57,0.57,24.54,-11.54,-72.75,z
0.36,0.64,0.68,25.45,-21.85,-87.52,z
0.34,0.55,0.69,42.85,-30.33,-97.11,z
