ax,ay,az,gx,gy,gz,label
0.16,-0.07,0.95,-6.96,6.65,13.18,z
0.17,-0.10,0.97,-5.25,9.03,17.15,z
0.19,-0.08,0.97,-5.07,5.43,22.40,z
0.17,-0.09,1.00,-2.56,2.99,26.12,z
0.15,-0.16,1.05,3.60,9.52,34.06,z
0.17,-0.32,1.11,7.32,22.03,57.07,z
0.23,-0.39,1.12,5.98,21.79,73.49,z
0.24,-0.48,1.12,5.62,14.28,69.82,z
0.21,-0.67,1.12,15.69,-11.47,62.56,z
0.27,-0.96,0.92,0.18,-16.91,32.29,z
0.22,-1.04,0.86,-24.23,-27.10,-8.79,z
0.22,-1.12,0.74,-40.95,-27.10,-43.03,z
0.24,-0.99,0.63,-74.04,-24.35,-65.61,z
0.32,-0.49,0.72,-96.62,-25.76,-92.35,z
0.35,-0.24,0.69,-88.68,-15.50,-80.44,z
0.20,-0.28,0.56,-81.73,-15.26,-58.96,z
0.15,-0.07,0.52,-96.13,-2.81,-25.76,z
0.11,0.27,0.53,-105.77,-16.42,3.78,z
-0.00,0.49,0.55,-91.80,3.66,20.39,z
-0.13,0.69,0.53,-86.98,24.78,26.98,z
-0.23,0.71,0.45,-86.73,42.30,92.35,z
-0.17,1.12,0.54,-112.61,43.82,166.81,z
-0.12,1.17,0.57,-71.66,40.95,190.98,z
-0.15,0.86,0.53,-36.44,48.03,148.38,z
-0.34,1.36,0.64,-42.24,50.23,74.95,z
-0.20,1.32,0.64,-14.40,52.92,34.91,z
-0.03,1.27,0.80,-5.86,30.64,14.53,z
0.03,1.34,0.81,3.23,7.14,1.22,z
0.14,1.19,0.79,14.22,-4.46,-6.65,z
0.25,1.06,0.82,25.21,-13.61,-19.35,z
0.23,1.02,0.80,27.53,-27.22,-34.91,z
0.13,1.01,0.77,39.31,-33.39,-32.84,z
0.07,0.93,0.75,58.59,-23.44,-48.16,z
0.07,0.74,0.81,71.90,-15.01,-68.85,z
0.11,0.69,0.76,71.66,-19.96,-72.63,z
0.07,0.69,0.71,72.20,-19.53,-71.53,z
0.02,0.47,0.78,82.52,-17.03,-62.01,z
0.08,0.24,0.69,81.42,-8.54,-57.74,z
0.09,0.13,0.59,69.89,-5.55,-65.31,z
-0.01,0.08,0.68,63.11,-3.05,-61.65,z
0.03,-0.00,0.63,72.51,11.41,-61.16,z
0.14,-0.15,0.54,77.76,2.69,-54.44,z
0.04,-0.16,0.67,74.52,-8.61,-63.35,z
-0.08,-0.24,0.64,86.00,-8.97,-75.20,z
-0.06,-0.32,0.59,90.52,-4.52,-58.65,z
-0.07,-0.31,0.79,93.14,-11.78,-21.61,z
-0.13,-0.46,0.79,101.93,-12.76,-0.12,z
-0.13,-0.76,0.77,107.73,-10.74,20.08,z
-0.12,-0.94,0.90,89.48,-9.09,33.94,z
-0.09,-0.92,1.02,77.27,-19.47,48.52,z
-0.22,-1.09,0.94,71.96,-16.97,45.29,z
-0.29,-1.13,0.94,40.16,-15.87,44.07,z
-0.28,-1.07,1.00,7.63,-18.43,44.01,z
-0.23,-1.02,0.99,-11.96,-8.00,47.42,z
-0.16,-0.99,1.04,-23.74,-14.47,41.87,z
-0.12,-0.99,1.00,-32.04,-12.02,22.22,z
-0.06,-0.96,0.97,-53.59,-10.93,23.25,z
-0.03,-0.82,0.94,-63.29,24.29,46.63,z
0.13,-0.72,0.85,-57.01,26.98,30.82,z
0.14,-0.60,0.83,-60.18,14.28,-24.72,z
0.17,-0.55,0.81,-75.87,9.09,-37.60,z
-0.00,-0.36,0.73,-56.21,9.83,-64.45,z
-0.12,-0.52,0.46,-44.68,6.04,-56.09,z
-0.03,-0.47,0.40,-79.77,1.65,-16.85,z
0.02,-0.23,0.45,-99.79,17.33,-21.61,z
0.04,0.02,0.49,-91.55,34.97,-26.86,z
-0.08,-0.08,0.30,-79.28,50.29,-6.04,z
-0.00,-0.13,0.26,-96.56,57.43,61.16,z
0.32,0.51,0.60,-126.71,47.24,95.83,z
0.32,0.98,0.89,-86.91,33.87,66.53,z
0.09,0.48,0.71,-35.28,56.21,34.24,z
0.11,0.94,0.99,-65.92,43.33,49.07,z
0.22,1.54,1.30,-33.14,32.35,16.97,z
0.38,0.92,1.03,28.44,65.55,-63.96,z
0.42,0.70,1.05,13.12,48.95,-31.25,z
0.49,0.80,1.06,14.28,26.67,-4.15,z
0.51,0.68,1.01,29.11,3.30,2.75,z
0.42,0.35,0.88,20.57,-8.18,-3.17,z
0.29,0.36,0.87,3.91,-18.13,0.55,z
0.15,0.35,0.83,2.81,-19.47,18.01,z
0.19,0.21,0.84,5.98,-14.04,23.25,z
0.19,0.14,0.85,0.98,-7.69,6.96,z
0.16,0.14,0.82,-2.87,3.17,-7.75,z
0.22,0.19,0.84,-2.50,11.84,-11.54,z
0.29,0.17,0.87,2.20,12.08,-9.03,z
0.30,0.09,0.87,1.40,8.24,-0.73,z
0.32,0.12,0.89,-4.03,4.33,-1.83,z
0.29,0.22,0.91,-5.00,1.65,-3.17,z
0.27,0.22,0.92,1.40,-1.28,1.95,z
0.28,0.18,0.93,3.17,-3.05,3.97,z
0.24,0.20,0.93,1.77,-3.36,0.73,z
0.21,0.22,0.92,5.31,-2.01,-2.32,z
0.22,0.18,0.91,5.43,-0.55,0.92,z
0.25,0.16,0.91,4.88,-0.79,-0.12,z
0.23,0.20,0.88,-0.37,-0.61,-1.83,z
0.21,0.24,0.88,-1.53,1.22,1.28,z
0.25,0.26,0.89,0.55,2.26,6.96,z
0.26,0.25,0.90,4.76,3.11,4.03,z
0.25,0.22,0.89,5.00,0.79,7.75,z
0.25,0.22,0.88,5.37,-1.34,9.22,z
0.24,0.21,0.89,7.02,-2.01,5.80,z
0.24,0.18,0.92,8.00,-1.22,2.75,z
0.24,0.20,0.90,7.14,-4.21,2.81,z
0.24,0.26,0.93,9.83,-8.24,5.25,z
0.21,0.24,0.97,12.94,-14.47,11.11,z
0.23,0.25,0.97,11.96,-21.79,19.41,z
0.22,0.24,0.94,12.88,-25.21,14.34,z
0.18,0.30,0.97,13.79,-23.62,0.43,z
0.17,0.32,0.95,18.98,-22.40,-6.29,z
0.19,0.31,0.94,17.70,-28.26,-10.62,z
0.21,0.50,0.94,3.66,-38.70,-18.98,z
0.11,0.61,0.87,-1.04,-51.51,-37.05,z
0.04,0.47,0.82,-4.52,-48.10,-51.33,z
0.00,0.46,0.89,-20.39,-47.67,-46.88,z
0.02,0.51,0.91,-17.52,-38.82,-34.61,z
