ax,ay,az,gx,gy,gz,label
0.24,-0.08,0.88,1.46,2.14,-0.18,o
0.27,-0.09,0.91,2.69,9.89,1.10,o
0.27,-0.10,0.96,7.45,23.01,2.38,o
0.22,-0.12,1.01,16.24,36.80,9.89,o
0.33,-0.28,0.97,25.51,49.38,27.71,o
0.48,-0.39,1.05,19.04,44.80,39.25,o
0.62,-0.46,1.04,27.10,28.08,44.49,o
0.66,-0.57,0.89,23.38,5.98,34.73,o
0.65,-0.59,0.73,2.69,-10.68,20.26,o
0.74,-0.47,0.78,-30.94,-30.21,9.09,o
0.73,-0.35,0.77,-37.29,-27.53,-13.12,o
0.68,-0.24,0.62,-49.44,-21.12,-28.08,o
0.72,-0.03,0.75,-69.89,-24.78,-31.98,o
0.83,0.09,0.79,-56.82,1.34,-60.61,o
0.96,0.09,0.62,-45.84,36.80,-105.04,o
0.88,0.20,0.62,-52.49,54.38,-144.35,o
0.69,0.25,0.57,-57.74,46.51,-154.48,o
0.49,0.27,0.56,-62.99,-7.08,-128.11,o
0.44,0.28,0.49,-80.81,-46.26,-89.17,o
0.53,0.35,0.57,-95.83,-71.84,-95.15,o
0.30,0.55,0.71,-98.39,-74.89,-117.43,o
0.06,0.56,0.57,-92.10,-29.54,-112.00,o
0.10,0.42,0.55,-103.03,-74.83,-61.10,o
0.44,0.44,0.77,-138.98,-115.48,-65.73,o
-0.04,0.70,0.93,-96.25,-115.84,-87.10,o
-0.20,0.58,0.52,-56.70,-73.73,-85.02,o
-0.23,0.71,0.84,-96.01,-42.05,-66.04,o
-0.22,0.71,0.95,-63.72,-14.71,-40.83,o
-0.07,0.61,0.97,-31.49,4.82,-25.88,o
0.04,0.52,0.84,-4.09,19.29,-30.88,o
-0.04,0.47,0.77,-1.83,-16.11,-35.34,o
-0.04,0.48,0.77,-12.94,-93.14,-26.49,o
0.01,0.63,1.11,0.43,-95.58,-38.64,o
-0.16,0.47,0.79,45.53,-54.02,-66.65,o
-0.18,0.37,0.79,5.00,-7.57,-81.85,o
-0.26,0.25,0.62,-14.16,4.21,-68.05,o
-0.49,0.52,1.21,-44.19,-15.50,-28.50,o
-0.40,0.45,1.02,14.04,-27.71,3.85,o
-0.38,0.41,0.78,4.64,-40.53,27.16,o
-0.43,0.54,1.06,-7.69,-36.32,50.90,o
-0.31,0.54,1.05,34.97,-29.91,80.08,o
-0.17,0.36,0.98,52.00,-19.35,99.67,o
-0.25,0.12,0.88,56.40,4.39,105.04,o
-0.26,0.05,0.76,56.40,11.47,105.96,o
-0.18,0.01,0.85,37.05,27.28,108.03,o
-0.35,0.02,1.13,29.48,80.08,89.54,o
-0.38,-0.15,0.95,41.14,115.23,91.13,o
-0.10,-0.28,0.92,0.31,85.57,114.81,o
-0.07,-0.19,1.23,-17.76,84.05,109.44,o
-0.06,0.08,1.57,8.30,142.33,94.91,o
0.24,-0.21,1.08,52.43,147.22,96.74,o
0.57,-0.58,0.83,38.21,-95.83,156.56,o
0.80,-0.32,1.02,24.35,-153.38,144.65,o
0.40,0.03,1.40,22.40,-26.18,88.44,o
0.29,0.03,0.51,70.43,48.46,69.46,o
0.46,-0.16,0.67,-30.88,12.63,48.52,o
0.18,0.21,1.53,-37.11,41.93,29.36,o
0.47,0.13,0.83,48.22,110.41,16.60,o
0.82,-0.15,0.43,17.58,22.95,-4.70,o
0.37,0.24,1.19,-16.78,1.22,-57.19,o
0.18,0.04,0.87,57.25,23.93,-55.30,o
0.58,-0.19,0.17,45.53,92.96,-55.79,o
0.66,0.00,0.35,-48.10,43.40,-52.19,o
0.51,0.51,0.88,-82.52,17.15,-61.77,o
0.26,0.61,1.03,-48.65,35.58,-67.87,o
0.43,0.42,0.58,-28.69,-6.90,-46.75,o
0.19,0.63,1.09,-46.26,-49.19,-53.04,o
-0.21,0.48,0.86,-17.15,-42.36,-64.88,o
