ax,ay,az,gx,gy,gz,label
0.32,-0.30,0.81,-8.00,-0.73,9.16,o
0.32,-0.31,0.80,-8.12,5.98,11.05,o
0.35,-0.33,0.80,-10.74,4.76,15.75,o
0.39,-0.35,0.79,-12.15,3.05,18.55,o
0.47,-0.37,0.77,-17.82,4.39,18.98,o
0.51,-0.37,0.83,-21.36,7.57,17.58,o
0.63,-0.40,0.86,-19.10,-15.44,24.35,o
0.64,-0.32,0.99,-19.84,-34.12,16.66,o
0.58,-0.28,0.91,-6.96,-44.68,5.49,o
0.60,-0.21,0.85,-8.97,-39.06,-10.62,o
0.58,-0.19,0.73,-17.27,-32.35,-29.30,o
0.55,-0.14,0.70,-31.62,-31.43,-45.29,o
0.55,-0.14,0.69,-47.18,-15.81,-70.80,o
0.54,-0.08,0.65,-63.84,6.04,-96.50,o
0.42,0.08,0.72,-83.44,34.85,-114.26,o
0.43,0.23,0.87,-91.25,34.24,-112.06,o
0.52,0.33,0.84,-88.99,26.31,-110.84,o
0.55,0.41,0.88,-86.61,18.31,-125.24,o
0.50,0.42,0.80,-83.74,20.14,-146.42,o
0.41,0.40,0.74,-82.89,0.92,-151.25,o
0.30,0.38,0.69,-93.57,-22.58,-146.91,o
0.26,0.45,0.75,-107.54,-6.35,-148.93,o
0.29,0.51,0.87,-114.99,16.78,-157.71,o
0.14,0.64,1.04,-106.20,12.08,-156.07,o
0.05,0.53,0.91,-88.50,6.10,-125.37,o
0.08,0.49,0.82,-92.59,-13.73,-92.83,o
0.14,0.51,0.75,-99.67,-21.67,-82.70,o
-0.00,0.61,0.98,-110.35,-32.29,-69.09,o
0.01,0.60,1.13,-70.68,-20.69,-40.47,o
0.13,0.46,0.90,-30.82,5.37,-28.38,o
0.22,0.37,0.72,-30.64,17.15,-26.43,o
0.14,0.40,0.91,-36.44,10.31,-18.13,o
0.15,0.40,0.94,-22.95,18.86,-3.54,o
0.26,0.38,0.87,-13.67,24.84,8.85,o
0.27,0.39,0.93,-9.77,21.91,15.63,o
