ax,ay,az,gx,gy,gz,label
0.35,-0.03,0.93,-11.90,-15.87,26.06,o
0.37,-0.07,0.91,-13.73,-15.44,24.35,o
0.33,-0.10,0.93,-18.74,-15.99,17.58,o
0.40,-0.15,0.90,-21.97,-13.67,15.44,o
0.48,-0.19,0.87,-32.71,-19.90,2.62,o
0.42,-0.14,0.85,-45.84,-16.72,-10.19,o
0.29,-0.00,0.86,-72.51,-20.14,-7.51,o
0.27,0.11,0.91,-75.99,-25.39,3.48,o
0.36,0.15,0.87,-59.94,-29.72,2.81,o
0.35,0.17,0.81,-56.46,-26.98,-19.59,o
0.30,0.24,0.78,-54.57,-14.04,-33.02,o
0.37,0.31,0.75,-60.49,-5.31,-43.88,o
0.39,0.38,0.80,-66.53,-5.07,-55.97,o
0.34,0.39,0.81,-57.74,-1.83,-56.52,o
0.35,0.40,0.76,-50.54,-2.87,-48.71,o
0.42,0.47,0.77,-49.80,-2.38,-54.75,o
0.48,0.56,0.85,-47.61,-8.79,-69.95,o
0.47,0.58,0.76,-32.90,-8.00,-84.05,o
0.47,0.51,0.65,-36.44,-12.15,-90.58,o
0.34,0.47,0.60,-56.64,-1.95,-97.96,o
0.37,0.48,0.67,-62.74,-20.45,-83.19,o
0.39,0.47,0.57,-50.05,-21.06,-79.65,o
0.30,0.47,0.73,-68.18,-10.56,-85.21,o
0.44,0.45,0.73,-61.16,-42.42,-62.32,o
0.35,0.54,0.79,-60.85,-56.15,-49.32,o
0.23,0.67,0.91,-44.49,-63.29,-37.48,o
0.21,0.59,0.85,-12.02,-54.69,-34.79,o
0.24,0.47,0.69,-7.20,-44.43,-36.62,o
0.25,0.44,0.62,-15.63,-42.60,-33.33,o
0.16,0.55,0.64,-36.38,-23.32,-49.07,o
0.08,0.71,0.78,-39.49,-7.26,-46.75,o
0.07,0.70,0.72,-5.62,-11.17,-31.25,o
0.02,0.65,0.68,-2.75,-19.78,0.31,o
0.00,0.71,0.73,1.40,0.24,14.28,o
0.02,0.68,0.74,16.60,13.73,19.47,o
0.14,0.61,0.72,22.71,14.04,21.24,o
0.19,0.55,0.80,22.83,15.20,8.18,o
0.20,0.49,0.92,18.01,26.43,-13.79,o
0.13,0.43,0.96,1.71,31.19,-27.16,o
0.18,0.44,1.00,-2.50,36.74,-10.19,o
0.23,0.41,0.95,3.36,33.33,8.48,o
0.25,0.50,1.00,12.70,24.11,25.21,o
0.19,0.37,0.85,40.59,27.28,23.38,o
0.14,0.26,0.85,48.34,26.86,32.53,o
0.16,0.21,0.84,67.87,22.03,48.95,o
0.23,0.14,0.79,68.79,26.37,48.22,o
0.23,0.20,0.87,58.35,31.86,40.47,o
0.13,0.24,0.92,61.65,31.49,35.95,o
0.08,0.24,1.01,76.60,11.72,60.55,o
0.08,0.17,0.95,107.67,-0.31,93.02,o
0.17,0.14,0.94,107.18,4.76,113.53,o
0.25,0.12,0.98,99.18,15.26,120.79,o
0.29,0.07,0.90,77.76,12.33,110.96,o
0.33,0.05,1.00,85.75,-16.60,106.81,o
0.34,-0.14,0.91,107.36,-32.04,108.22,o
0.29,-0.19,0.99,86.67,-39.06,119.14,o
0.20,-0.16,1.01,62.56,-32.10,108.03,o
0.32,-0.26,0.85,61.77,-16.30,104.80,o
0.31,-0.30,0.90,37.48,-15.75,103.88,o
0.26,-0.21,0.96,12.51,-5.07,81.12,o
0.24,-0.07,1.00,2.93,11.54,66.59,o
0.31,-0.22,0.88,12.08,16.78,50.48,o
0.35,-0.28,0.88,-2.99,19.41,53.96,o
0.35,-0.06,1.03,-18.13,33.14,62.50,o
0.38,0.11,0.90,3.30,52.73,41.87,o
0.46,-0.23,0.70,0.61,12.76,17.03,o
0.39,-0.03,0.92,-36.87,-16.30,32.29,o
0.37,0.09,1.08,-18.98,-5.07,26.25,o
0.42,-0.05,0.86,12.45,23.74,24.41,o
0.52,-0.12,0.70,-8.67,-6.47,37.48,o
0.53,0.05,0.94,-21.61,-40.71,21.36,o
0.47,0.01,0.76,-5.07,-26.12,-3.48,o
0.41,0.06,0.66,-27.83,-25.94,-0.49,o
0.43,0.20,0.72,-54.32,-49.62,-2.56,o
0.41,0.25,0.76,-61.89,-65.55,-25.82,o
0.24,0.33,0.78,-63.05,-62.50,-48.52,o
0.12,0.47,0.77,-52.86,-45.23,-67.57,o
0.04,0.48,0.75,-47.30,-36.68,-79.35,o
-0.09,0.56,0.79,-58.17,-33.87,-77.82,o
-0.17,0.70,1.00,-54.20,-24.41,-74.04,o
-0.18,0.56,0.84,-25.09,6.23,-69.15,o
-0.18,0.46,0.78,-20.87,-4.58,-49.38,o
-0.16,0.51,0.98,-18.98,-17.03,-36.74,o
-0.16,0.46,0.96,11.41,-27.34,-24.05,o
-0.18,0.43,0.92,15.50,5.49,-33.81,o
-0.16,0.36,0.88,15.14,26.98,-35.71,o
-0.11,0.29,0.84,-0.12,24.78,-30.27,o
-0.08,0.29,0.87,0.37,14.53,-10.93,o
0.02,0.23,0.81,5.19,9.40,4.82,o
0.07,0.23,0.86,-2.62,4.39,8.54,o
0.10,0.28,0.91,-5.49,5.98,5.07,o
0.10,0.28,0.92,-0.92,16.66,-1.77,o
0.14,0.27,0.91,0.55,22.16,-4.76,o
0.14,0.26,0.91,0.49,14.10,-2.32,o
0.14,0.30,0.95,-1.04,9.77,-0.85,o
0.18,0.30,0.95,4.70,13.43,-4.03,o
0.18,0.25,0.91,7.51,18.13,-9.52,o
0.18,0.26,0.90,3.78,9.89,-5.74,o
0.15,0.26,0.92,2.38,7.32,-4.27,o
0.14,0.24,0.91,3.72,4.70,-1.16,o
0.14,0.22,0.89,0.85,3.78,1.16,o
0.17,0.24,0.90,-1.59,2.99,2.69,o
0.15,0.25,0.90,-2.08,2.26,2.56,o
0.16,0.26,0.90,-0.31,4.39,0.55,o
0.18,0.26,0.89,-0.06,4.52,-1.89,o
0.17,0.28,0.90,-0.92,3.36,-3.66,o
0.16,0.31,0.90,0.73,4.15,-5.74,o
0.13,0.30,0.91,1.65,7.39,-8.85,o
0.10,0.30,0.90,3.42,10.93,-9.58,o
0.11,0.29,0.88,5.07,5.74,-6.16,o
0.09,0.30,0.89,2.26,0.00,-1.77,o
0.08,0.31,0.90,5.98,-2.62,9.77,o
0.08,0.32,0.88,12.63,-5.80,22.09,o
0.10,0.40,0.90,14.77,-9.40,27.95,o
0.09,0.42,0.93,24.90,-5.43,24.29,o
