ax,ay,az,gx,gy,gz,label
0.25,-0.01,0.90,30.27,9.09,33.33,o
0.28,-0.09,0.89,33.81,11.78,37.72,o
0.33,-0.10,0.95,33.33,16.30,41.93,o
0.37,-0.17,0.95,39.61,17.40,43.76,o
0.39,-0.30,0.96,41.26,15.81,44.80,o
0.52,-0.47,0.90,42.24,10.44,52.00,o
0.66,-0.54,0.86,28.75,-3.17,49.13,o
0.75,-0.56,0.80,15.56,-17.27,37.05,o
0.87,-0.60,0.71,-7.08,-28.32,29.97,o
0.85,-0.40,0.69,-52.00,-45.59,8.06,o
0.72,-0.16,0.72,-61.10,-41.75,-32.04,o
0.62,-0.04,0.68,-60.49,-33.63,-76.17,o
0.43,0.12,0.61,-67.38,-28.14,-107.85,o
0.38,0.40,0.79,-75.50,-20.14,-121.77,o
0.40,0.42,0.78,-67.26,4.09,-129.64,o
0.45,0.42,0.75,-69.09,6.90,-123.84,o
0.38,0.58,0.82,-80.87,0.00,-126.65,o
0.35,0.57,0.86,-67.63,-0.61,-124.08,o
0.36,0.47,0.72,-49.62,-11.84,-116.58,o
0.35,0.44,0.68,-52.98,-20.14,-119.08,o
0.22,0.47,0.71,-58.29,-32.41,-121.52,o
0.12,0.44,0.69,-63.29,-18.01,-121.09,o
0.14,0.34,0.64,-64.33,-7.45,-109.25,o
0.17,0.41,0.64,-74.58,-15.14,-95.70,o
0.03,0.50,0.84,-68.12,-9.22,-85.14,o
0.10,0.46,0.79,-52.49,-3.30,-66.16,o
0.19,0.44,0.83,-46.39,-2.44,-50.17,o
0.31,0.46,0.82,-46.02,-0.79,-50.60,o
0.38,0.63,0.96,-45.10,-3.72,-61.28,o
0.38,0.64,1.05,-18.92,-10.74,-71.23,o
0.35,0.54,0.83,3.23,-19.96,-79.35,o
0.42,0.41,0.72,-6.65,-12.57,-91.92,o
0.31,0.55,0.88,-32.23,7.57,-107.79,o
0.21,0.57,0.88,-7.75,5.68,-107.18,o
0.19,0.47,0.80,3.85,-4.94,-90.15,o
0.09,0.39,0.77,9.83,-27.95,-52.80,o
0.11,0.39,0.80,2.08,-40.04,-28.63,o
0.07,0.41,1.00,2.08,-47.00,-20.14,o
-0.02,0.29,0.94,15.56,-25.63,-4.15,o
-0.02,0.09,0.98,15.81,-10.13,15.01,o
0.13,0.03,0.96,-8.48,15.14,13.06,o
0.05,0.30,1.08,-37.11,32.17,20.94,o
0.01,0.41,1.13,-21.00,28.75,71.90,o
0.11,0.34,1.00,18.01,39.73,103.21,o
0.21,0.30,0.93,42.97,54.81,113.77,o
0.23,0.14,0.73,42.30,64.88,108.64,o
0.18,0.13,0.86,32.04,66.35,120.91,o
0.21,0.29,0.98,44.37,67.02,125.85,o
0.24,0.26,0.98,74.28,68.05,123.96,o
0.15,0.17,0.89,81.91,86.00,113.53,o
0.20,0.22,0.93,75.56,75.13,136.54,o
0.45,0.27,1.04,85.51,62.56,149.84,o
0.61,0.27,0.99,105.53,60.30,144.53,o
0.51,0.10,0.96,108.95,60.00,111.88,o
0.50,0.08,0.96,107.12,52.19,112.00,o
0.49,-0.09,0.89,109.80,-6.65,127.99,o
0.61,-0.21,0.83,100.28,2.56,127.87,o
0.65,-0.17,0.88,69.09,42.79,114.20,o
0.68,-0.19,0.80,57.50,23.19,98.08,o
0.80,-0.17,0.80,45.72,-9.22,88.44,o
0.70,-0.19,0.76,32.53,5.62,61.16,o
0.67,-0.01,0.76,24.35,41.14,51.51,o
0.70,-0.07,0.75,26.61,6.84,22.03,o
0.68,-0.21,0.66,18.68,-17.27,16.30,o
0.75,-0.11,0.76,-13.12,-20.20,47.61,o
0.83,-0.00,0.74,-11.78,-21.30,43.03,o
0.78,0.07,0.74,-6.47,-42.72,2.50,o
0.51,-0.02,0.57,-4.46,-35.95,-15.26,o
0.65,0.03,0.62,-43.15,-54.44,59.94,o
