ax,ay,az,gx,gy,gz,label
0.39,0.00,0.96,-39.25,-38.39,58.29,o
0.40,0.02,0.93,-26.12,-26.00,39.67,o
0.47,-0.06,0.86,-24.60,-25.63,26.55,o
0.49,-0.04,0.95,-36.32,-27.95,9.03,o
0.40,0.01,0.90,-33.51,-22.58,-20.02,o
0.29,0.10,0.93,-35.77,-1.40,-40.22,o
0.38,0.02,0.82,-28.32,6.35,-27.95,o
0.60,0.03,0.81,-33.20,4.46,-23.19,o
0.62,0.19,0.88,-50.90,-12.88,-52.37,o
0.54,0.36,0.90,-50.96,-25.76,-83.86,o
0.34,0.43,0.87,-48.83,-31.56,-104.19,o
0.32,0.43,0.88,-38.70,-10.13,-110.47,o
0.44,0.36,0.80,-24.17,-18.43,-108.64,o
0.49,0.32,0.72,-25.70,-20.94,-118.84,o
0.45,0.33,0.62,-41.81,-25.94,-135.31,o
0.38,0.35,0.55,-85.21,-4.33,-156.01,o
0.26,0.45,0.61,-93.63,-44.98,-135.93,o
0.19,0.51,0.61,-107.36,-47.18,-135.44,o
0.07,0.67,0.71,-121.89,-32.71,-127.69,o
-0.05,0.88,1.00,-109.62,-19.41,-106.51,o
-0.02,0.73,0.91,-40.22,-17.76,-74.77,o
0.07,0.60,0.72,-23.62,-17.03,-57.01,o
0.19,0.58,0.78,-23.44,-16.48,-50.90,o
0.25,0.57,0.79,-27.28,9.95,-73.00,o
0.23,0.56,0.84,-14.28,29.85,-87.65,o
0.30,0.44,0.74,-12.27,30.82,-88.32,o
0.33,0.49,0.79,-13.49,10.56,-75.26,o
0.34,0.54,0.83,1.53,-14.28,-57.19,o
0.30,0.58,0.83,9.34,-16.42,-56.21,o
0.32,0.56,0.79,19.47,-16.78,-56.27,o
0.35,0.57,0.80,22.22,-2.14,-63.90,o
0.42,0.51,0.80,27.71,9.22,-72.63,o
0.38,0.41,0.79,38.51,-10.13,-64.51,o
0.27,0.28,0.78,45.29,-27.83,-54.87,o
0.11,0.11,0.78,33.81,-24.29,-48.52,o
-0.06,0.14,0.91,7.51,-8.30,-11.41,o
-0.13,0.23,1.12,10.93,-2.81,31.49,o
-0.09,0.12,1.02,33.75,6.65,62.07,o
-0.02,0.12,1.01,17.21,36.50,94.30,o
0.20,0.25,1.02,16.60,61.46,127.08,o
0.34,0.29,1.00,34.48,67.26,137.57,o
0.38,0.18,0.94,54.50,56.70,128.78,o
0.35,0.12,0.94,67.26,46.20,120.06,o
0.27,0.15,0.95,76.60,45.72,113.46,o
0.15,0.15,0.89,87.28,51.51,107.79,o
0.07,0.05,0.87,87.71,44.37,118.41,o
0.22,0.13,0.94,67.02,42.36,133.36,o
0.45,0.18,1.06,79.59,53.96,135.19,o
0.59,0.14,0.83,106.57,96.56,110.23,o
0.63,-0.11,0.83,98.94,32.29,84.59,o
0.63,-0.08,0.96,98.08,-21.85,87.34,o
0.61,-0.10,1.02,96.44,1.40,77.45,o
0.50,-0.32,0.62,101.14,55.54,56.15,o
0.51,-0.52,0.73,67.02,-7.87,88.50,o
0.64,-0.49,0.74,46.14,-28.44,112.43,o
0.65,-0.29,0.84,2.69,45.47,86.79,o
0.66,-0.11,0.64,19.47,53.83,42.42,o
0.73,-0.32,0.60,-3.91,26.73,30.09,o
0.72,-0.23,0.78,-24.23,7.20,51.33,o
0.67,0.03,0.84,-7.69,17.82,52.92,o
0.63,-0.08,0.55,-4.58,18.86,43.70,o
0.68,-0.05,0.64,-26.31,-3.97,63.42,o
0.75,-0.03,0.66,-28.08,-26.12,80.51,o
0.81,0.07,0.70,-35.28,-38.57,91.74,o
0.81,0.20,0.74,-35.71,-32.35,89.17,o
0.73,0.19,0.62,-28.63,-35.34,65.31,o
0.58,0.17,0.62,-29.24,-57.31,45.72,o
0.51,0.23,0.64,-29.17,-62.68,26.37,o
0.42,0.18,0.56,-23.38,-56.82,8.61,o
0.44,0.30,0.56,-39.06,-65.37,5.55,o
0.37,0.51,0.77,-42.24,-51.64,-23.74,o
0.40,0.27,0.58,-12.57,-30.58,-42.42,o
0.47,0.32,0.52,-17.33,-50.84,-49.44,o
0.36,0.71,0.81,-37.17,-28.63,-108.70,o
0.29,0.68,0.90,-21.55,23.07,-141.66,o
0.50,0.45,0.73,-8.61,5.62,-102.97,o
0.36,0.51,0.77,-30.88,-29.36,-75.07,o
0.29,0.53,0.87,-20.81,-37.78,-70.74,o
0.19,0.47,0.76,-23.38,-20.45,-72.02,o
0.05,0.54,0.85,-26.61,1.71,-86.00,o
0.04,0.43,0.78,-26.86,25.51,-94.06,o
0.12,0.47,0.84,-36.93,16.48,-60.85,o
0.16,0.54,0.90,-34.61,1.46,-43.70,o
0.11,0.61,0.96,-35.40,-3.42,-26.79,o
0.17,0.62,1.00,-15.93,3.11,-19.84,o
0.23,0.55,0.95,-1.04,15.38,-20.81,o
0.27,0.44,0.90,9.16,25.02,-15.38,o
0.35,0.35,0.84,16.66,10.93,1.46,o
0.39,0.27,0.81,18.37,-1.77,14.83,o
0.39,0.22,0.79,16.11,-4.15,14.10,o
0.39,0.21,0.79,15.81,2.38,5.31,o
0.40,0.18,0.80,18.01,18.37,-8.30,o
0.43,0.12,0.74,13.49,20.39,-11.23,o
0.40,0.20,0.83,-3.66,5.55,0.12,o
0.43,0.27,0.87,0.92,-0.79,7.75,o
0.48,0.22,0.81,6.41,2.81,2.81,o
0.46,0.26,0.85,-0.67,5.00,-2.62,o
0.42,0.24,0.83,2.81,5.37,-4.39,o
0.40,0.24,0.83,3.36,2.08,-1.89,o
0.41,0.24,0.83,5.98,-0.43,2.14,o
0.40,0.24,0.85,7.63,2.26,-2.44,o
0.39,0.20,0.81,8.61,5.74,-3.23,o
0.40,0.19,0.80,5.25,6.10,-0.55,o
0.41,0.17,0.79,3.36,6.23,1.22,o
0.44,0.17,0.79,0.00,2.93,3.23,o
0.45,0.20,0.84,-3.60,5.25,-0.12,o
0.46,0.21,0.84,-2.99,7.39,-0.92,o
0.46,0.22,0.83,-4.39,3.42,1.65,o
0.45,0.22,0.82,-0.55,0.24,3.91,o
0.47,0.21,0.84,0.55,-4.58,1.46,o
0.43,0.19,0.81,-2.08,-1.04,-3.60,o
0.39,0.23,0.84,-2.62,2.81,-5.55,o
0.40,0.20,0.83,1.71,2.32,-3.36,o
0.39,0.19,0.82,1.65,2.93,-2.81,o
0.42,0.21,0.81,-0.98,2.56,-1.89,o
