ax,ay,az,gx,gy,gz,label
-0.03,0.13,0.96,8.24,41.99,29.17,o
0.01,0.09,0.99,16.66,44.86,32.90,o
0.10,0.05,1.02,20.51,49.93,32.53,o
0.21,0.04,1.07,20.75,55.91,23.13,o
0.31,-0.04,1.11,23.62,54.26,18.74,o
0.42,-0.09,1.15,24.23,48.58,12.27,o
0.51,-0.14,1.12,27.28,33.02,-0.31,o
0.50,-0.13,1.12,15.93,15.93,-11.29,o
0.48,-0.12,1.09,14.89,1.89,-20.51,o
0.43,-0.19,0.98,14.71,-8.79,-27.28,o
0.38,-0.20,0.88,3.05,-33.75,-21.61,o
0.28,-0.14,0.86,-9.83,-38.39,-33.08,o
0.20,-0.10,0.80,-11.96,-32.96,-34.73,o
0.22,0.00,0.73,-20.81,-23.80,-42.48,o
0.23,0.12,0.77,-24.78,-25.88,-34.61,o
0.25,0.14,0.69,-17.58,-27.65,-43.70,o
0.25,0.23,0.62,-32.10,-14.95,-59.88,o
0.28,0.42,0.71,-33.45,-28.50,-41.44,o
0.21,0.49,0.77,-19.29,-32.96,-50.29,o
0.08,0.46,0.71,-6.16,-39.12,-49.32,o
0.06,0.47,0.70,-0.98,-47.12,-29.91,o
0.03,0.44,0.68,8.61,-31.98,-46.08,o
-0.13,0.41,0.68,4.82,-26.06,-65.00,o
-0.17,0.40,0.71,1.04,-26.86,-60.36,o
-0.16,0.36,0.70,1.89,-26.98,-56.82,o
-0.17,0.35,0.69,0.12,-26.12,-56.40,o
-0.25,0.30,0.74,0.79,-14.34,-64.39,o
-0.20,0.28,0.76,-1.34,-1.53,-68.36,o
-0.13,0.30,0.82,-8.18,6.10,-74.40,o
-0.12,0.36,0.91,-14.34,15.01,-86.06,o
-0.10,0.38,0.92,-10.13,16.05,-82.21,o
-0.08,0.33,0.89,-6.23,16.97,-83.37,o
-0.23,0.40,1.00,-9.70,15.69,-79.41,o
-0.19,0.34,0.97,-2.87,16.97,-67.63,o
-0.15,0.34,0.97,-2.01,16.85,-71.47,o
-0.18,0.24,0.93,-2.50,15.20,-66.35,o
-0.15,0.27,0.99,-9.28,16.30,-52.55,o
-0.00,0.29,0.97,-6.23,14.04,-54.08,o
-0.09,0.26,0.97,-7.57,8.42,-69.46,o
-0.18,0.31,1.07,-15.63,22.58,-65.73,o
