ax,ay,az,gx,gy,gz,label
0.12,0.20,0.94,-2.56,7.32,11.05,m
0.11,0.20,0.95,-5.68,5.37,6.41,m
0.12,0.18,0.96,-6.71,4.39,5.62,m
0.09,0.17,0.99,-7.14,2.87,8.00,m
0.10,0.22,1.03,-7.87,5.80,9.34,m
0.14,0.25,1.06,-8.48,5.86,6.53,m
0.16,0.26,1.09,-6.96,10.44,6.29,m
0.23,0.35,1.14,-9.77,15.26,5.25,m
0.31,0.43,1.26,-6.90,21.55,-1.89,m
0.40,0.47,1.34,3.11,32.59,-3.30,m
0.46,0.48,1.31,11.84,40.59,-17.09,m
0.43,0.40,1.30,9.52,37.29,-24.96,m
0.35,0.41,1.37,24.35,37.90,-11.47,m
0.32,0.42,1.22,32.59,60.18,-4.94,m
0.49,0.37,0.99,26.31,83.98,-13.37,m
0.54,0.36,0.75,25.94,81.67,-15.08,m
0.46,0.32,0.66,40.47,61.34,-2.20,m
0.39,0.26,0.50,59.08,48.34,11.11,m
0.23,0.11,0.43,55.11,13.31,4.39,m
0.03,0.03,0.43,37.41,-12.27,-7.20,m
-0.32,-0.10,0.55,16.66,-39.67,-14.53,m
-0.44,-0.07,0.63,-6.90,-43.40,-13.73,m
-0.37,0.05,0.67,-36.93,-30.70,-35.10,m
-0.33,0.19,0.70,-51.33,-9.77,-54.81,m
-0.35,0.20,0.74,-45.41,9.22,-71.59,m
-0.40,0.14,0.79,-17.58,32.35,-70.43,m
-0.28,0.03,0.74,10.68,57.31,-61.71,m
-0.11,-0.06,0.66,9.34,68.85,-69.21,m
0.08,-0.06,0.54,-2.38,78.19,-80.14,m
0.20,-0.13,0.56,-13.61,54.38,-94.91,m
0.19,-0.29,0.59,-14.95,35.28,-96.31,m
0.26,-0.35,0.60,-29.97,17.46,-81.79,m
0.38,-0.20,0.69,-28.81,14.40,-65.98,m
0.40,-0.30,0.72,-18.86,0.18,-55.05,m
0.49,-0.38,0.86,-39.67,-12.88,-33.57,m
0.60,-0.17,0.88,-54.26,-4.52,-22.95,m
0.64,-0.19,0.85,-51.39,-11.66,-20.39,m
0.64,-0.20,0.97,-58.04,-26.55,-7.87,m
0.75,-0.06,1.04,-60.42,-19.29,10.62,m
0.90,0.02,0.97,-46.75,-7.02,22.77,m
0.97,0.16,1.10,-34.55,-23.50,34.24,m
1.01,0.30,1.20,-23.01,-28.20,25.39,m
0.86,0.26,1.27,-5.68,-28.50,7.51,m
0.70,0.23,1.23,15.63,-28.08,7.93,m
0.52,0.24,1.25,15.01,-32.65,1.95,m
0.46,0.30,1.20,6.23,-15.93,-7.75,m
0.48,0.37,1.17,15.14,8.54,-10.01,m
0.54,0.31,1.10,32.84,30.94,-14.04,m
0.58,0.17,0.98,41.44,48.65,-13.55,m
0.77,0.10,0.79,49.99,67.02,-1.04,m
0.78,-0.00,0.67,34.18,45.65,-6.53,m
0.57,-0.04,0.74,4.15,2.01,-11.72,m
0.40,0.07,0.82,-15.99,9.58,-9.89,m
0.33,0.05,0.70,-10.19,18.01,-3.05,m
0.24,0.03,0.58,6.41,-16.42,11.47,m
0.14,-0.01,0.58,6.47,-35.16,19.59,m
0.09,-0.07,0.55,-4.46,-37.41,15.81,m
-0.07,-0.03,0.55,8.54,-41.50,35.03,m
-0.12,0.04,0.71,-2.69,-46.94,27.65,m
-0.18,0.04,0.74,-14.16,-39.73,12.94,m
-0.23,0.18,0.92,2.01,-34.24,20.94,m
-0.26,0.17,0.91,4.46,-14.77,1.16,m
-0.25,0.14,0.92,-10.86,-6.16,-24.78,m
-0.27,0.16,1.01,-11.41,-0.67,-38.09,m
-0.32,0.08,1.08,-5.25,14.28,-57.19,m
-0.29,-0.14,0.98,-7.02,36.50,-68.12,m
-0.12,-0.01,0.81,-20.08,44.86,-67.87,m
-0.17,0.04,0.72,-25.57,33.63,-88.32,m
-0.19,-0.20,0.61,-24.66,29.97,-100.77,m
0.00,-0.22,0.52,-32.35,29.79,-76.78,m
0.18,0.05,0.45,-41.99,19.90,-72.94,m
0.11,-0.09,0.67,-55.97,-17.09,-97.35,m
0.24,-0.05,0.70,-64.88,-8.24,-79.90,m
0.52,0.19,0.83,-55.79,-5.25,-67.81,m
0.55,-0.01,1.07,-28.08,-17.21,-71.59,m
0.72,-0.14,0.92,10.74,7.57,-39.49,m
0.91,-0.22,0.95,23.32,-23.25,-21.85,m
0.86,-0.39,1.26,8.61,-40.04,-15.56,m
0.86,-0.27,1.20,-15.44,-26.61,-4.94,m
0.68,-0.20,1.23,-17.40,-44.43,6.65,m
0.59,-0.14,1.25,-14.83,-41.08,17.09,m
0.54,0.00,1.09,-21.85,-23.25,18.13,m
0.33,0.04,1.20,-32.78,-39.55,11.78,m
0.12,0.17,1.25,-20.63,-28.87,21.30,m
0.23,0.28,1.14,18.43,21.06,34.30,m
0.30,0.15,0.97,31.68,30.64,21.00,m
0.29,0.06,0.90,20.94,26.92,13.24,m
0.25,0.07,0.87,8.00,21.18,11.05,m
