ax,ay,az,gx,gy,gz,label
0.07,-0.07,0.95,4.27,1.89,6.16,m
0.07,-0.08,0.96,5.68,1.65,8.48,m
0.08,-0.09,0.96,3.72,2.14,8.36,m
0.06,-0.07,0.98,0.00,1.77,8.12,m
-0.01,-0.07,1.03,-2.08,0.79,7.51,m
0.00,-0.07,1.04,-3.23,8.30,10.99,m
0.04,-0.03,1.03,-2.81,13.43,15.63,m
0.08,-0.02,1.03,-0.92,25.09,18.43,m
0.20,-0.05,1.01,1.59,32.96,23.01,m
0.32,-0.04,1.00,5.37,28.81,31.37,m
0.41,-0.07,1.03,5.80,20.69,31.01,m
0.51,-0.08,1.04,-3.36,12.33,20.20,m
0.49,-0.09,1.09,-13.37,6.10,5.74,m
0.35,-0.03,1.20,-13.92,0.18,2.87,m
0.32,0.06,1.23,-12.70,15.44,2.32,m
0.29,0.10,1.18,3.54,34.73,16.36,m
0.41,0.05,0.98,20.20,58.65,28.26,m
0.50,-0.09,0.78,15.14,67.87,23.50,m
0.50,-0.09,0.64,-1.28,48.65,13.49,m
0.40,-0.03,0.63,17.46,9.03,25.57,m
0.15,-0.08,0.64,18.01,20.02,27.77,m
0.14,-0.03,0.58,13.61,-5.19,19.04,m
-0.06,0.02,0.64,21.06,-93.38,6.77,m
-0.36,-0.09,0.83,30.21,-92.16,5.55,m
-0.48,-0.09,0.89,24.60,-17.40,7.93,m
-0.29,-0.05,0.80,15.01,4.15,7.87,m
-0.38,-0.04,0.87,-4.46,-21.42,-6.53,m
-0.40,0.01,0.91,-40.22,-7.39,-37.84,m
-0.25,0.18,0.96,-47.06,9.03,-45.35,m
-0.05,0.18,0.90,-13.43,20.32,-42.97,m
-0.08,0.01,0.82,4.03,15.50,-43.33,m
-0.06,0.06,0.85,-22.64,10.31,-60.24,m
-0.03,0.12,0.95,-32.78,6.59,-78.12,m
-0.02,0.10,0.87,-2.99,12.39,-69.70,m
0.01,0.02,0.79,1.59,17.58,-71.72,m
0.06,-0.07,0.86,-8.54,13.31,-84.17,m
0.11,-0.14,0.80,-3.85,18.49,-80.69,m
0.16,-0.16,0.73,-1.40,6.35,-69.21,m
0.25,-0.22,0.91,-7.08,-10.44,-66.83,m
0.19,-0.32,0.93,-5.74,0.43,-52.80,m
0.36,-0.26,0.87,-3.78,13.49,-39.55,m
0.41,-0.31,0.97,2.01,-6.47,-27.59,m
0.36,-0.36,1.06,-9.52,-12.27,-26.98,m
0.49,-0.21,1.07,-23.25,-8.18,-30.64,m
