ax,ay,az,gx,gy,gz,label
-0.03,0.11,0.98,-11.23,6.71,12.70,m
-0.02,0.14,0.98,-10.68,8.73,13.24,m
0.00,0.15,1.00,-9.95,9.22,13.06,m
0.01,0.17,1.03,-6.16,8.24,14.34,m
0.03,0.20,1.14,-7.02,9.83,10.99,m
0.06,0.21,1.25,-5.13,14.77,5.55,m
0.12,0.19,1.36,-0.85,23.68,6.65,m
0.18,0.28,1.43,-4.09,37.11,4.82,m
0.27,0.31,1.47,-2.26,50.78,0.24,m
0.37,0.30,1.37,5.86,61.16,-0.37,m
0.53,0.33,1.17,22.09,60.91,16.30,m
0.62,0.40,1.02,26.55,43.03,14.22,m
0.25,0.37,1.07,18.01,10.13,-4.09,m
0.10,0.33,0.92,37.84,32.35,12.27,m
0.04,0.29,0.53,60.06,42.05,22.09,m
-0.34,0.19,0.63,44.43,-2.87,-6.96,m
-0.72,0.12,0.71,33.51,5.74,-20.08,m
-0.78,0.10,0.62,18.68,26.98,-34.67,m
-0.72,0.16,0.54,4.03,26.31,-52.06,m
-0.63,0.24,0.48,-20.26,20.69,-86.18,m
-0.61,0.16,0.56,-18.86,19.84,-109.92,m
-0.48,-0.03,0.50,29.66,45.35,-82.09,m
-0.37,-0.18,0.45,41.69,86.91,-69.58,m
-0.16,-0.25,0.27,17.33,109.68,-82.40,m
0.07,-0.29,0.43,-2.99,97.60,-86.24,m
0.20,-0.35,0.49,2.75,56.15,-67.44,m
0.32,-0.50,0.49,2.08,36.62,-50.35,m
0.48,-0.42,0.64,-32.10,7.08,-40.10,m
0.47,-0.38,0.95,-40.89,-9.83,-27.28,m
0.55,-0.48,1.02,-43.76,-5.19,-4.94,m
0.85,-0.21,1.09,-78.12,-10.07,0.85,m
1.04,-0.08,1.20,-72.94,-17.46,0.92,m
1.03,-0.09,1.34,-49.07,-19.23,13.43,m
1.08,0.12,1.42,-28.87,-13.43,19.23,m
1.10,0.20,1.40,-12.51,-1.83,-0.73,m
0.94,0.09,1.35,1.77,-7.81,-20.14,m
0.72,0.03,1.28,11.35,-3.05,-17.52,m
0.69,0.12,1.22,15.69,13.18,-4.33,m
0.81,0.17,1.12,26.86,24.48,-1.04,m
0.69,0.01,1.06,39.73,18.49,1.53,m
0.46,-0.03,0.98,59.51,25.15,27.95,m
0.50,0.02,0.65,81.85,54.69,58.84,m
0.39,-0.07,0.40,40.10,30.88,26.25,m
-0.12,-0.09,0.69,-4.58,-27.59,-3.66,m
-0.39,0.08,0.87,37.66,-3.85,33.20,m
-0.18,0.05,0.47,57.19,27.77,19.35,m
-0.40,-0.18,0.46,-18.86,-35.58,-55.54,m
-0.71,-0.29,0.76,-104.61,-50.66,-96.74,m
-0.77,-0.05,0.79,-120.85,-24.35,-86.00,m
-0.65,0.17,0.82,-98.69,4.39,-82.95,m
-0.48,0.06,0.56,-79.47,44.68,-106.08,m
-0.41,0.01,0.30,-94.12,33.69,-118.65,m
-0.42,0.12,0.39,-125.37,-19.78,-124.15,m
-0.29,0.28,0.67,-118.41,-27.40,-136.17,m
0.01,0.17,0.73,-65.80,17.94,-129.39,m
0.30,-0.40,0.80,-46.51,1.04,-105.90,m
0.54,-0.42,1.00,-45.65,-11.96,-60.61,m
0.78,-0.21,1.22,-7.39,-18.43,-13.98,m
1.00,-0.38,1.16,34.91,-9.77,11.96,m
1.05,-0.46,1.30,13.31,-26.00,25.21,m
0.89,-0.22,1.28,-30.21,-40.28,21.61,m
0.66,-0.05,1.37,-50.72,-47.42,25.76,m
0.67,0.35,1.27,-24.72,-26.37,60.06,m
0.53,0.44,1.20,-6.71,-25.76,42.30,m
0.35,0.32,1.12,-1.46,-20.08,22.16,m
0.30,0.33,1.02,7.02,-1.95,26.67,m
0.29,0.39,0.95,10.07,2.26,21.79,m
0.28,0.36,0.91,9.28,3.78,5.49,m
0.19,0.29,0.91,8.73,7.75,-2.87,m
0.20,0.22,0.90,15.08,15.87,1.46,m
0.25,0.20,0.85,10.86,16.42,1.89,m
0.25,0.17,0.83,2.20,12.63,-0.55,m
0.22,0.18,0.86,-4.64,10.93,2.14,m
0.27,0.21,0.84,-1.77,13.85,4.15,m
0.25,0.20,0.84,0.49,3.11,-0.18,m
