ax,ay,az,gx,gy,gz,label
0.07,0.20,0.94,3.85,11.90,7.08,m
0.07,0.21,0.96,3.72,14.89,11.05,m
0.11,0.23,0.96,2.26,15.69,11.78,m
0.11,0.24,1.02,-0.55,15.87,13.24,m
0.15,0.30,1.06,-1.95,12.21,13.12,m
0.20,0.37,1.18,3.11,6.10,12.57,m
0.35,0.41,1.26,4.27,31.19,12.08,m
0.48,0.39,1.21,11.29,40.16,0.61,m
0.50,0.34,1.20,15.99,38.09,-9.16,m
0.56,0.27,1.12,25.51,46.63,-4.33,m
0.63,0.21,0.97,38.27,52.92,13.55,m
0.57,0.15,0.90,44.13,39.86,30.52,m
0.58,0.15,0.78,27.16,34.79,27.22,m
0.53,0.31,0.76,19.29,6.96,26.31,m
0.07,0.21,0.82,25.45,-10.80,21.24,m
0.16,0.28,0.70,20.08,-2.08,23.13,m
0.08,0.42,0.73,31.68,-22.52,25.88,m
-0.43,0.20,0.83,33.69,-24.05,1.28,m
-0.32,0.09,0.70,20.32,-0.37,-11.60,m
-0.27,0.18,0.76,28.99,-10.93,0.73,m
-0.55,-0.01,0.86,12.63,4.70,-25.39,m
-0.42,0.06,0.84,9.16,23.86,-17.46,m
-0.32,0.07,0.79,18.37,44.07,-16.85,m
-0.23,-0.06,0.68,16.05,47.91,-29.60,m
-0.16,-0.08,0.65,4.27,42.91,-36.25,m
-0.17,-0.03,0.65,5.80,42.30,-33.39,m
-0.11,-0.04,0.66,12.39,44.62,-39.98,m
-0.02,-0.13,0.62,13.06,41.44,-44.31,m
0.16,-0.03,0.63,14.77,39.86,-43.70,m
0.22,-0.18,0.56,25.02,26.43,-45.17,m
0.27,-0.34,0.61,14.65,11.17,-38.94,m
0.41,-0.17,0.83,-12.08,3.91,-46.14,m
0.42,-0.27,0.84,-5.74,9.34,-43.76,m
0.54,-0.22,0.75,-15.50,0.92,-27.83,m
0.78,-0.01,1.11,-44.80,-18.80,-47.24,m
0.70,-0.13,1.16,-2.93,-11.23,-36.74,m
0.75,-0.26,1.07,-0.43,-4.33,-20.26,m
0.79,-0.19,1.23,-17.15,-10.50,-29.97,m
0.73,-0.20,1.25,-13.18,-6.35,-29.85,m
0.70,-0.18,1.18,-6.41,-3.42,-22.52,m
0.61,-0.12,1.16,-0.92,-5.98,-21.30,m
0.46,-0.13,1.13,7.63,-2.44,-14.71,m
0.46,-0.12,1.05,6.96,6.71,-7.69,m
0.58,0.02,1.00,0.12,11.66,-8.42,m
0.62,-0.07,0.95,-6.59,9.70,-25.63,m
0.48,-0.19,0.99,-8.18,-2.69,-19.23,m
0.38,-0.08,1.07,8.54,9.58,9.03,m
0.54,-0.12,0.87,25.15,27.53,23.25,m
0.52,-0.23,0.74,8.97,9.77,12.76,m
0.34,-0.16,0.78,1.83,1.22,16.85,m
0.24,-0.13,0.75,21.24,3.36,37.66,m
0.38,-0.17,0.55,15.14,1.10,31.74,m
0.18,-0.16,0.64,-11.47,-28.56,10.80,m
0.00,-0.18,0.73,-27.53,-41.44,2.75,m
-0.19,-0.09,0.86,-27.53,-46.57,9.77,m
-0.16,0.05,0.87,-7.14,-5.19,18.43,m
-0.14,-0.04,0.79,-5.43,-15.81,0.98,m
-0.28,-0.01,0.89,-6.77,-19.47,6.59,m
-0.30,0.10,0.89,-8.36,-10.19,-7.14,m
-0.39,0.09,0.94,-14.47,-7.39,-29.05,m
-0.40,0.10,0.94,-17.15,9.64,-44.56,m
-0.31,0.11,0.81,-13.92,20.14,-58.96,m
-0.31,0.09,0.61,-36.68,11.90,-94.12,m
-0.13,0.18,0.65,-80.02,-9.58,-140.26,m
-0.19,0.17,0.75,-89.36,-32.35,-171.69,m
-0.43,-0.07,0.94,-64.88,-38.39,-178.96,m
-0.14,-0.08,0.92,-42.60,-8.79,-150.70,m
0.00,-0.03,1.05,-31.37,-7.81,-142.70,m
-0.07,-0.30,1.03,-13.98,-3.66,-140.75,m
0.13,-0.49,1.08,-17.40,5.49,-108.70,m
0.41,-0.27,1.14,-20.51,8.54,-74.58,m
0.49,-0.24,1.06,-0.55,-0.85,-67.02,m
0.27,-0.54,1.21,-6.23,-11.05,-61.58,m
0.59,-0.39,1.13,-10.93,10.07,-27.22,m
0.59,-0.28,1.07,-27.10,-2.99,-23.68,m
0.48,-0.14,1.15,-31.56,-20.51,-22.34,m
0.43,-0.03,1.11,-16.54,-0.98,-4.58,m
0.37,-0.05,1.00,-5.31,10.19,4.76,m
0.37,0.07,0.95,1.53,7.02,8.85,m
0.31,0.14,0.95,-2.56,1.59,-0.92,m
0.18,0.10,0.96,-6.16,0.85,-8.30,m
0.16,0.11,0.96,1.34,17.64,-0.06,m
0.26,0.08,0.89,8.54,25.02,-0.06,m
0.26,0.05,0.89,2.56,16.60,-5.55,m
0.23,0.02,0.90,-4.21,12.21,-6.47,m
0.20,0.08,0.94,-3.30,8.36,-4.15,m
0.21,0.05,0.92,2.14,10.99,-3.48,m
0.23,0.00,0.88,-0.31,6.84,-4.46,m
0.22,-0.00,0.89,-5.86,-2.38,-4.09,m
0.22,0.09,0.91,-7.26,-5.19,-1.04,m
0.17,0.06,0.92,-4.27,-5.43,-0.73,m
0.15,0.08,0.95,-2.32,-4.46,1.83,m
0.17,0.11,0.95,-2.26,-1.34,-0.67,m
0.14,0.11,0.97,2.75,-0.92,-1.65,m
0.15,0.07,0.94,5.13,5.74,-1.40,m
0.22,0.08,0.90,5.86,9.09,0.00,m
0.23,0.06,0.90,6.96,4.09,-0.18,m
0.20,0.03,0.91,1.77,0.55,-2.20,m
0.22,0.08,0.92,0.43,0.24,-1.53,m
0.19,0.05,0.93,3.05,1.77,3.85,m
0.22,0.08,0.92,0.98,2.75,-0.12,m
0.19,0.05,0.91,-3.36,-5.43,-3.54,m
0.14,0.08,0.96,-4.82,-2.38,-2.08,m
0.16,0.10,0.96,-0.24,2.87,-1.04,m
0.15,0.03,0.94,3.72,6.04,-0.24,m
0.20,0.04,0.93,0.55,5.98,-1.28,m
0.17,0.04,0.94,0.98,4.15,-1.34,m
0.21,0.04,0.93,4.64,6.90,1.22,m
0.19,0.02,0.93,9.58,6.96,4.94,m
0.23,0.04,0.92,6.53,6.65,6.29,m
0.21,0.03,0.93,-0.85,1.34,0.43,m
0.18,0.06,0.96,-2.26,2.75,1.46,m
0.19,0.07,0.95,4.15,7.08,4.33,m
0.20,0.02,0.91,4.03,7.26,2.87,m
0.19,0.02,0.92,-1.10,4.76,1.89,m
