ax,ay,az,gx,gy,gz,label
0.13,0.21,0.96,-0.98,13.31,7.69,m
0.16,0.21,0.95,1.65,6.41,7.57,m
0.16,0.19,0.94,-0.92,11.05,5.80,m
0.17,0.20,0.95,-2.75,12.63,5.43,m
0.17,0.20,0.93,0.85,15.14,11.96,m
0.19,0.25,0.87,0.85,16.48,19.17,m
0.21,0.19,0.98,-15.32,6.23,9.28,m
0.30,0.28,1.07,-2.38,2.14,6.84,m
0.41,0.41,1.12,19.17,-7.63,7.81,m
0.43,0.44,1.26,19.71,-11.96,7.39,m
0.38,0.44,1.35,21.61,-2.69,-1.34,m
0.33,0.34,1.33,26.43,19.17,-10.62,m
0.44,0.20,1.15,31.98,48.71,-6.23,m
0.49,0.20,1.01,21.42,39.12,-12.39,m
0.40,0.34,1.00,3.42,26.37,-17.64,m
0.25,0.44,0.98,5.55,21.18,-22.34,m
0.28,0.39,0.71,5.19,30.52,-32.41,m
0.07,0.45,0.72,-0.12,10.44,-41.44,m
-0.17,0.39,0.71,8.48,-15.44,-50.05,m
-0.27,0.33,0.69,11.41,-18.80,-58.23,m
-0.22,0.19,0.62,35.46,-10.19,-28.87,m
-0.07,0.11,0.42,61.65,6.90,-3.23,m
-0.18,-0.09,0.46,39.49,-6.16,-31.92,m
-0.34,-0.13,0.65,21.36,-7.26,-37.66,m
-0.29,-0.19,0.68,34.79,9.77,-22.89,m
-0.22,-0.31,0.63,24.35,15.01,-30.33,m
-0.16,-0.33,0.63,0.12,21.91,-49.68,m
-0.19,-0.26,0.64,-11.66,17.58,-58.47,m
-0.17,-0.14,0.70,-13.67,17.33,-56.52,m
-0.06,-0.05,0.71,-10.93,19.90,-57.31,m
-0.06,-0.19,0.72,-7.20,19.71,-64.03,m
0.11,-0.12,0.70,-19.53,21.85,-63.60,m
0.27,0.01,0.87,-20.81,18.01,-63.96,m
0.40,-0.14,1.00,-2.87,16.11,-48.89,m
0.57,-0.21,1.00,1.83,16.97,-32.35,m
0.77,-0.29,1.08,5.80,1.71,-17.70,m
0.84,-0.33,1.23,-1.04,-2.87,-9.34,m
1.00,-0.23,1.28,-12.51,-0.92,-19.23,m
0.92,-0.26,1.26,-9.52,-4.52,-27.28,m
0.68,-0.34,1.22,-6.84,-18.25,-28.20,m
0.51,-0.30,1.22,-9.46,-24.29,-17.64,m
0.51,-0.13,1.20,-8.18,-10.62,-3.72,m
0.56,0.01,1.12,-6.35,2.50,-4.88,m
0.49,-0.04,1.10,-4.70,1.28,-11.78,m
0.34,-0.00,1.13,-2.20,3.17,-4.09,m
0.33,-0.01,1.07,3.36,21.73,6.04,m
0.51,0.03,0.88,6.65,36.07,16.24,m
0.45,-0.06,0.69,7.20,25.02,12.76,m
0.35,-0.29,0.49,-22.09,-2.69,-1.04,m
0.18,-0.07,0.55,-67.81,-43.52,-13.24,m
-0.09,0.20,0.68,-63.90,-66.89,-16.24,m
-0.31,0.14,0.69,-18.80,-48.16,2.26,m
-0.12,0.15,0.51,38.70,-6.23,36.68,m
-0.10,-0.04,0.38,55.66,-8.67,36.50,m
-0.17,-0.06,0.50,28.02,-35.77,13.73,m
-0.53,-0.06,0.88,6.71,-54.32,-17.58,m
